NAME,S1501_C01_001E,S1501_C01_002E,S1501_C01_003E,S1501_C01_004E,S1501_C01_005E,S1501_C01_006E,S1501_C01_007E,S1501_C01_008E,S1501_C01_009E,S1501_C01_010E,S1501_C01_011E,S1501_C01_012E,S1501_C01_013E,S1501_C01_014E,S1501_C01_015E,S1501_C01_016E,S1501_C01_017E,S1501_C01_018E,S1501_C01_019E,S1501_C01_020E,S1501_C01_021E,S1501_C01_022E,state,county,tract
"Census Tract 37, Scioto County, Ohio",279,65,137,58,19,2123,103,263,806,461,147,246,97,1757,343,539,438,154,435,353,20,719,39,145,003700
"Census Tract 38, Scioto County, Ohio",273,0,49,209,15,3449,163,172,872,1033,189,533,487,3114,1020,889,872,315,354,354,128,1010,39,145,003800
"Census Tract 39, Scioto County, Ohio",134,15,65,46,8,1996,30,237,1124,274,166,94,71,1729,165,326,266,24,362,339,51,785,39,145,003900
"Census Tract 40, Scioto County, Ohio",194,23,106,65,0,2886,78,244,1400,542,209,304,109,2564,413,420,331,70,641,619,109,1105,39,145,004000
"Census Tract 9625, Seneca County, Ohio",257,9,155,90,3,2614,7,177,1234,460,313,287,136,2430,423,308,305,47,443,409,76,1192,39,147,962500
"Census Tract 9626, Seneca County, Ohio",219,61,91,58,9,2723,37,89,989,671,368,477,92,2597,569,651,632,177,425,422,61,999,39,147,962600
"Census Tract 9627, Seneca County, Ohio",262,71,120,42,29,2435,24,163,1365,300,346,178,59,2248,237,333,309,87,391,369,40,1100,39,147,962700
"Census Tract 9628, Seneca County, Ohio",141,38,43,27,33,2471,24,207,1183,584,235,148,90,2240,238,580,493,59,346,296,12,923,39,147,962800
"Census Tract 9629, Seneca County, Ohio",384,8,328,48,0,2474,157,148,1334,570,150,91,24,2169,115,708,671,40,552,430,10,876,39,147,962900
"Census Tract 9630, Seneca County, Ohio",275,99,110,66,0,2121,47,206,911,397,226,170,164,1868,334,212,179,0,521,516,139,667,39,147,963000
"Census Tract 9631, Seneca County, Ohio",316,45,169,78,24,2916,52,186,1375,596,316,271,120,2678,391,454,371,94,466,445,83,1313,39,147,963100
"Census Tract 9632, Seneca County, Ohio",248,41,111,96,0,2763,86,302,1169,537,188,369,112,2375,481,319,308,105,644,637,190,1077,39,147,963200
"Census Tract 9633, Seneca County, Ohio",848,35,171,584,58,2346,23,76,1022,492,232,329,172,2247,501,364,345,146,399,391,83,1015,39,147,963300
"Census Tract 9634, Seneca County, Ohio",382,23,213,139,7,3116,73,188,1402,654,340,314,145,2855,459,287,287,57,565,466,43,1013,39,147,963400
"Census Tract 9635, Seneca County, Ohio",956,54,225,645,32,2154,38,87,1022,467,190,192,158,2029,350,493,452,91,284,247,70,995,39,147,963500
"Census Tract 9636, Seneca County, Ohio",958,9,124,743,82,2537,12,84,837,598,335,465,206,2441,671,631,591,161,363,351,119,771,39,147,963600
"Census Tract 9637, Seneca County, Ohio",317,46,115,107,49,3929,37,220,1430,688,265,751,538,3672,1289,702,628,307,601,575,221,1349,39,147,963700
"Census Tract 9638, Seneca County, Ohio",349,96,99,91,63,2689,14,192,1446,342,286,191,218,2483,409,327,312,64,507,452,65,1264,39,147,963800
"Census Tract 9714, Shelby County, Ohio",280,31,83,122,44,2919,13,124,1373,552,214,343,300,2782,643,785,785,308,486,474,128,989,39,149,971400
"Census Tract 9715, Shelby County, Ohio",410,23,209,142,36,3235,28,84,1444,564,347,493,275,3123,768,786,782,293,553,530,167,1170,39,149,971500
"Census Tract 9716, Shelby County, Ohio",345,101,111,88,45,3467,32,91,1669,395,544,449,287,3344,736,469,465,176,677,677,198,1280,39,149,971600
"Census Tract 9717, Shelby County, Ohio",252,6,128,98,20,3273,142,212,1318,704,289,411,197,2919,608,421,420,88,514,462,123,1422,39,149,971700
"Census Tract 9718, Shelby County, Ohio",555,25,311,154,65,3401,52,503,1417,497,503,228,201,2846,429,451,413,120,690,608,113,1224,39,149,971800
"Census Tract 9719, Shelby County, Ohio",302,57,175,70,0,3049,181,247,1239,675,324,216,167,2621,383,579,512,53,385,368,49,1341,39,149,971900
"Census Tract 9720, Shelby County, Ohio",373,83,189,101,0,2326,82,260,1092,395,274,136,87,1984,223,571,548,45,507,435,57,914,39,149,972000
"Census Tract 9721, Shelby County, Ohio",720,269,184,204,63,3771,81,236,1146,722,373,700,513,3454,1213,454,446,210,648,602,291,1615,39,149,972100
"Census Tract 9722, Shelby County, Ohio",324,6,215,103,0,3921,130,485,1385,778,361,626,156,3306,782,691,559,117,633,541,98,1677,39,149,972200
"Census Tract 9723, Shelby County, Ohio",415,106,196,86,27,3159,115,290,1310,614,349,392,89,2754,481,448,446,144,556,526,122,1507,39,149,972300
"Census Tract 7001, Stark County, Ohio",44,0,20,20,4,1123,53,166,462,318,63,19,42,904,61,157,137,5,65,58,0,527,39,151,700100
"Census Tract 7002, Stark County, Ohio",425,53,372,0,0,3799,203,246,1883,1159,104,186,18,3350,204,1534,1449,65,233,209,20,1118,39,151,700200
"Census Tract 7003, Stark County, Ohio",361,40,295,26,0,1626,41,309,725,322,151,27,51,1276,78,395,306,0,407,309,0,488,39,151,700300
"Census Tract 7004, Stark County, Ohio",605,86,269,168,82,3180,3,169,1334,767,340,477,90,3008,567,877,855,159,295,262,78,1460,39,151,700400
"Census Tract 7005, Stark County, Ohio",185,64,121,0,0,1534,62,344,538,436,88,39,27,1128,66,354,227,10,224,174,29,707,39,151,700500
"Census Tract 7006, Stark County, Ohio",144,35,20,89,0,2387,97,206,758,502,171,420,233,2084,653,661,618,173,513,405,190,741,39,151,700600
"Census Tract 7007.01, Stark County, Ohio",93,14,79,0,0,2335,34,94,701,550,276,385,295,2207,680,122,122,32,373,342,91,971,39,151,700701
"Census Tract 7007.02, Stark County, Ohio",1087,31,103,940,13,2487,165,183,824,627,160,302,226,2139,528,755,617,86,214,214,126,900,39,151,700702
"Census Tract 7008, Stark County, Ohio",306,31,122,149,4,2576,166,320,775,642,171,365,137,2090,502,502,386,82,648,529,137,962,39,151,700800
"Census Tract 7010, Stark County, Ohio",243,23,144,65,11,2385,201,198,1035,619,143,159,30,1986,189,746,705,50,504,376,13,671,39,151,701000
"Census Tract 7011, Stark County, Ohio",217,55,100,41,21,2000,17,145,694,488,266,220,170,1838,390,333,269,109,553,541,81,794,39,151,701100
"Census Tract 7012, Stark County, Ohio",270,28,168,74,0,2327,74,144,879,815,183,165,67,2109,232,574,523,54,385,316,56,792,39,151,701200
"Census Tract 7013, Stark County, Ohio",123,24,17,40,42,2567,115,379,1056,615,232,114,56,2073,170,776,652,62,508,446,55,933,39,151,701300
"Census Tract 7015, Stark County, Ohio",383,29,292,62,0,1381,58,165,478,452,171,46,11,1158,57,163,151,16,323,287,17,641,39,151,701500
"Census Tract 7017, Stark County, Ohio",359,111,100,148,0,1578,41,186,721,506,89,19,16,1351,35,331,310,0,370,339,0,648,39,151,701700
"Census Tract 7018, Stark County, Ohio",206,38,113,55,0,1162,51,171,371,351,181,31,6,940,37,215,190,0,172,122,13,490,39,151,701800
"Census Tract 7021, Stark County, Ohio",224,44,173,7,0,1892,79,256,950,337,137,123,10,1557,133,576,509,30,194,150,7,735,39,151,702100
"Census Tract 7023, Stark County, Ohio",502,109,209,179,5,1592,179,232,512,590,41,35,3,1181,38,457,394,22,351,285,0,609,39,151,702300
"Census Tract 7025, Stark County, Ohio",263,16,220,27,0,1818,59,380,808,341,155,57,18,1379,75,257,257,8,361,307,36,791,39,151,702500
"Census Tract 7102, Stark County, Ohio",306,98,99,109,0,2811,89,392,1529,505,121,89,86,2330,175,723,617,10,338,307,28,1094,39,151,710200
"Census Tract 7103, Stark County, Ohio",357,20,200,123,14,2447,178,94,1074,499,111,288,203,2175,491,449,433,130,441,418,46,1039,39,151,710300
"Census Tract 7104, Stark County, Ohio",98,12,68,18,0,667,47,180,200,175,29,20,16,440,36,202,146,13,83,68,4,253,39,151,710400
"Census Tract 7105, Stark County, Ohio",532,52,76,383,21,2546,64,430,1480,363,81,102,26,2052,128,601,511,16,510,438,29,862,39,151,710500
"Census Tract 7106, Stark County, Ohio",510,34,120,245,111,3288,39,137,1297,481,101,817,416,3112,1233,292,275,155,503,503,336,1391,39,151,710600
"Census Tract 7107, Stark County, Ohio",1509,9,185,1223,92,1608,0,76,515,392,113,258,254,1532,512,140,140,72,145,128,57,741,39,151,710700
"Census Tract 7108, Stark County, Ohio",384,18,161,180,25,4260,142,353,1907,690,341,607,220,3765,827,520,493,77,396,368,89,1806,39,151,710800
"Census Tract 7109, Stark County, Ohio",525,33,166,273,53,2941,26,238,1200,480,319,413,265,2677,678,367,320,85,350,331,90,1509,39,151,710900
"Census Tract 7110.01, Stark County, Ohio",320,26,198,82,14,3077,227,160,1036,666,171,704,113,2690,817,524,461,167,256,225,181,1182,39,151,711001
"Census Tract 7110.02, Stark County, Ohio",195,5,115,43,32,2784,110,58,798,810,305,568,135,2616,703,610,610,145,503,492,108,980,39,151,711002
"Census Tract 7111.11, Stark County, Ohio",228,17,55,138,18,3361,45,114,1114,716,494,640,238,3202,878,414,376,158,411,396,109,1497,39,151,711111
"Census Tract 7111.12, Stark County, Ohio",241,49,57,111,24,3456,26,54,900,795,238,895,548,3376,1443,302,302,159,780,757,379,1346,39,151,711112
"Census Tract 7111.21, Stark County, Ohio",353,35,149,139,30,4076,0,23,1150,896,418,948,641,4053,1589,466,466,228,999,999,472,1845,39,151,711121
"Census Tract 7111.22, Stark County, Ohio",851,52,394,270,135,3757,9,54,887,761,326,855,865,3694,1720,382,382,179,795,795,314,1569,39,151,711122
"Census Tract 7112.02, Stark County, Ohio",303,55,189,35,24,2906,7,138,1206,609,341,441,164,2761,605,354,354,75,471,471,107,1444,39,151,711202
"Census Tract 7112.11, Stark County, Ohio",636,42,258,285,51,5269,116,166,1593,1199,781,973,441,4987,1414,774,711,170,686,637,200,2198,39,151,711211
"Census Tract 7112.12, Stark County, Ohio",308,8,57,208,35,1951,9,71,815,533,129,256,138,1871,394,228,228,86,263,248,65,1009,39,151,711212
"Census Tract 7113.12, Stark County, Ohio",361,19,84,186,72,4893,8,69,1007,875,321,1720,893,4816,2613,756,756,453,1011,986,695,1878,39,151,711312
"Census Tract 7113.21, Stark County, Ohio",140,12,24,62,42,2636,0,75,608,663,292,598,400,2561,998,519,489,222,256,256,125,945,39,151,711321
"Census Tract 7113.22, Stark County, Ohio",405,7,152,161,85,2441,91,128,787,454,293,454,234,2222,688,645,621,322,298,263,86,766,39,151,711322
"Census Tract 7113.23, Stark County, Ohio",191,50,48,45,48,2766,9,49,542,442,228,1033,463,2708,1496,308,308,136,625,625,411,1278,39,151,711323
"Census Tract 7113.24, Stark County, Ohio",214,0,31,87,96,3368,18,36,649,669,270,1085,641,3314,1726,476,476,319,453,439,298,1281,39,151,711324
"Census Tract 7114.02, Stark County, Ohio",284,13,92,146,33,4390,7,117,1374,697,460,1008,727,4266,1735,390,390,187,655,646,340,2139,39,151,711402
"Census Tract 7114.11, Stark County, Ohio",213,18,52,127,16,2710,8,21,656,517,176,725,607,2681,1332,357,357,177,447,443,322,1154,39,151,711411
"Census Tract 7114.12, Stark County, Ohio",537,44,165,224,104,3449,2,112,1404,727,331,623,250,3335,873,450,448,81,483,482,91,1155,39,151,711412
"Census Tract 7115.01, Stark County, Ohio",301,15,114,151,21,3191,42,86,910,707,293,659,494,3063,1153,279,278,121,429,386,114,1124,39,151,711501
"Census Tract 7115.02, Stark County, Ohio",162,0,111,34,17,2885,27,118,843,551,163,484,699,2740,1183,333,332,171,434,392,187,1188,39,151,711502
"Census Tract 7116, Stark County, Ohio",429,57,249,120,3,4625,129,349,2004,975,384,460,324,4147,784,752,713,128,759,603,149,1777,39,151,711600
"Census Tract 7117, Stark County, Ohio",189,37,47,79,26,3911,154,168,1503,1130,159,428,369,3589,797,667,667,241,1019,865,175,1234,39,151,711700
"Census Tract 7118, Stark County, Ohio",359,27,29,166,137,3588,39,31,1041,954,432,683,408,3518,1091,1051,1049,303,411,409,245,1085,39,151,711800
"Census Tract 7119, Stark County, Ohio",466,31,266,144,25,3832,66,94,1508,980,320,579,285,3672,864,1014,1014,226,465,465,166,1100,39,151,711900
"Census Tract 7120, Stark County, Ohio",210,26,99,65,20,3103,40,107,1001,441,304,805,405,2956,1210,459,433,188,516,508,252,1069,39,151,712000
"Census Tract 7121.02, Stark County, Ohio",569,28,231,247,63,6012,13,54,1873,1307,470,1651,644,5945,2295,1112,1112,774,1052,1032,442,2351,39,151,712102
"Census Tract 7121.12, Stark County, Ohio",45,14,18,7,6,1291,0,41,353,173,89,367,268,1250,635,152,152,52,171,171,76,438,39,151,712112
"Census Tract 7121.14, Stark County, Ohio",468,12,193,183,80,3521,0,45,892,741,362,849,632,3476,1481,623,623,351,588,572,373,1146,39,151,712114
"Census Tract 7122.01, Stark County, Ohio",1091,0,89,990,12,3673,84,98,1025,701,370,691,704,3491,1395,398,363,104,568,539,225,1379,39,151,712201
"Census Tract 7122.02, Stark County, Ohio",748,7,131,541,69,3967,42,112,1283,827,353,855,495,3813,1350,417,417,254,483,466,142,1693,39,151,712202
"Census Tract 7123, Stark County, Ohio",484,99,188,185,12,4411,62,130,1514,1245,455,559,446,4219,1005,728,728,274,845,821,128,1595,39,151,712300
"Census Tract 7124, Stark County, Ohio",555,39,294,162,60,4657,86,364,2103,892,380,594,238,4207,832,749,678,169,556,458,208,1828,39,151,712400
"Census Tract 7125, Stark County, Ohio",122,22,68,32,0,1390,4,39,562,342,131,209,103,1347,312,272,272,65,283,283,127,481,39,151,712500
"Census Tract 7126.01, Stark County, Ohio",444,49,136,159,100,2032,19,136,787,455,93,432,110,1877,542,547,547,258,332,332,113,681,39,151,712601
"Census Tract 7126.02, Stark County, Ohio",398,131,64,178,25,3566,75,48,1317,940,357,581,248,3443,829,363,363,123,632,632,104,1518,39,151,712602
"Census Tract 7127, Stark County, Ohio",465,66,280,91,28,3372,48,119,1224,871,335,497,278,3205,775,510,481,150,538,538,227,1354,39,151,712700
"Census Tract 7128, Stark County, Ohio",310,21,128,112,49,3665,35,104,1928,742,328,372,156,3526,528,629,620,66,380,380,96,1547,39,151,712800
"Census Tract 7129, Stark County, Ohio",251,20,149,69,13,2798,31,230,1210,633,256,266,172,2537,438,488,466,62,502,468,177,956,39,151,712900
"Census Tract 7130, Stark County, Ohio",285,10,175,61,39,2709,56,170,1332,428,170,394,159,2483,553,613,603,218,330,308,122,1116,39,151,713000
"Census Tract 7131, Stark County, Ohio",577,44,350,181,2,3833,78,191,1926,706,412,407,113,3564,520,541,539,110,754,720,52,1476,39,151,713100
"Census Tract 7132.01, Stark County, Ohio",570,51,272,247,0,5403,36,372,2686,1126,436,552,195,4995,747,494,481,116,1121,1046,321,2235,39,151,713201
"Census Tract 7132.02, Stark County, Ohio",197,15,82,51,49,1337,34,69,717,189,95,206,27,1234,233,218,218,41,210,210,94,591,39,151,713202
"Census Tract 7133, Stark County, Ohio",277,19,58,174,26,3366,39,167,1473,976,379,246,86,3160,332,448,443,113,802,774,60,1319,39,151,713300
"Census Tract 7134.01, Stark County, Ohio",178,0,116,62,0,3111,31,184,1382,810,369,168,167,2896,335,688,644,74,315,276,14,1280,39,151,713401
"Census Tract 7134.02, Stark County, Ohio",229,60,73,44,52,3357,60,229,1256,862,233,542,175,3068,717,653,643,240,557,489,146,1347,39,151,713402
"Census Tract 7135.01, Stark County, Ohio",413,31,145,175,62,4180,75,324,1619,1120,232,472,338,3781,810,557,557,118,606,606,86,1328,39,151,713501
"Census Tract 7135.02, Stark County, Ohio",734,141,197,396,0,3698,70,326,1556,763,428,363,192,3302,555,449,428,85,669,605,132,1541,39,151,713502
"Census Tract 7136, Stark County, Ohio",244,52,163,5,24,2171,11,99,817,539,150,366,189,2061,555,591,581,80,211,211,95,843,39,151,713600
"Census Tract 7137, Stark County, Ohio",287,82,104,101,0,1543,10,84,565,439,167,221,57,1449,278,480,480,88,337,328,84,415,39,151,713700
"Census Tract 7139, Stark County, Ohio",211,20,151,40,0,1552,31,169,976,238,54,70,14,1352,84,377,334,58,210,152,6,487,39,151,713900
"Census Tract 7140, Stark County, Ohio",338,5,164,149,20,2866,36,159,1276,579,272,375,169,2671,544,311,311,89,532,514,191,1177,39,151,714000
"Census Tract 7141, Stark County, Ohio",213,27,105,81,0,2337,52,236,1160,525,164,114,86,2049,200,249,228,27,757,728,80,847,39,151,714100
"Census Tract 7142, Stark County, Ohio",157,20,76,61,0,1210,5,179,482,407,95,42,0,1026,42,189,189,6,201,184,17,473,39,151,714200
"Census Tract 7143.02, Stark County, Ohio",169,0,43,114,12,3015,104,143,957,688,282,651,190,2768,841,395,346,103,591,515,317,993,39,151,714302
"Census Tract 7144, Stark County, Ohio",312,32,64,188,28,2560,49,149,1002,448,187,509,216,2362,725,468,419,223,415,399,120,861,39,151,714400
"Census Tract 7146, Stark County, Ohio",282,53,159,50,20,3163,46,271,1587,651,225,260,123,2846,383,282,277,77,471,444,70,1310,39,151,714600
"Census Tract 7147.01, Stark County, Ohio",291,24,102,128,37,4486,69,251,2238,863,412,386,267,4166,653,690,690,46,853,830,298,1683,39,151,714701
"Census Tract 7147.02, Stark County, Ohio",183,33,79,58,13,2073,92,107,886,421,100,273,194,1874,467,302,248,84,235,191,77,1037,39,151,714702
"Census Tract 7148.01, Stark County, Ohio",540,257,197,77,9,4001,302,305,1933,816,290,269,86,3394,355,706,656,22,658,569,109,1535,39,151,714801
"Census Tract 7148.02, Stark County, Ohio",223,44,39,122,18,2306,72,161,1189,341,189,257,97,2073,354,489,451,86,118,118,46,1012,39,151,714802
"Census Tract 7149.01, Stark County, Ohio",146,14,86,36,10,2985,11,265,1448,569,277,321,94,2709,415,501,456,63,540,514,124,1157,39,151,714901
"Census Tract 7149.02, Stark County, Ohio",251,38,98,99,16,2647,97,192,1384,410,186,234,144,2358,378,391,391,72,354,305,58,1220,39,151,714902
"Census Tract 7150, Stark County, Ohio",130,38,73,19,0,2224,61,140,856,590,173,353,51,2023,404,643,628,86,351,344,75,773,39,151,715000
"Census Tract 7121.13, Stark County, Ohio",69,0,57,0,12,844,0,30,187,230,63,179,155,814,334,103,103,63,150,150,95,344,39,151,712113
"Census Tract 5011, Summit County, Ohio",192,19,70,103,0,1045,113,125,329,156,106,153,63,807,216,324,239,56,161,110,38,328,39,153,501100
"Census Tract 5017, Summit County, Ohio",1035,9,233,713,80,362,5,12,139,131,29,31,15,345,46,127,119,15,109,101,0,107,39,153,501700
"Census Tract 5018, Summit County, Ohio",18,18,0,0,0,513,25,11,172,169,135,1,0,477,1,157,157,0,18,18,1,229,39,153,501800
"Census Tract 5019, Summit County, Ohio",152,71,37,39,5,1560,115,191,455,434,159,104,102,1254,206,337,334,48,199,145,20,495,39,153,501900
"Census Tract 5021.01, Summit County, Ohio",316,95,140,65,16,2311,563,116,824,460,182,153,13,1632,166,597,444,56,333,257,26,921,39,153,502101
"Census Tract 5021.02, Summit County, Ohio",571,71,150,350,0,3422,544,250,1360,767,149,194,158,2628,352,1090,869,141,462,238,38,938,39,153,502102
"Census Tract 5022, Summit County, Ohio",783,69,304,397,13,4269,111,578,1915,828,118,478,241,3580,719,1349,951,211,676,651,228,1336,39,153,502200
"Census Tract 5023, Summit County, Ohio",216,0,136,76,4,3885,198,286,1484,1183,248,336,150,3401,486,926,899,136,452,396,95,1620,39,153,502300
"Census Tract 5025, Summit County, Ohio",59,0,7,30,22,724,3,57,280,182,65,90,47,664,137,102,102,60,135,132,52,390,39,153,502500
"Census Tract 5026, Summit County, Ohio",257,74,63,112,8,1866,124,282,713,356,182,160,49,1460,209,522,422,87,375,266,57,762,39,153,502600
"Census Tract 5028, Summit County, Ohio",237,10,151,63,13,2698,65,266,948,814,282,242,81,2367,323,616,554,71,520,470,105,1041,39,153,502800
"Census Tract 5031, Summit County, Ohio",77,18,19,32,8,977,76,112,259,364,61,77,28,789,105,282,256,27,196,170,58,407,39,153,503100
"Census Tract 5032, Summit County, Ohio",86,29,12,45,0,1000,34,226,319,289,60,64,8,740,72,274,136,8,219,198,41,330,39,153,503200
"Census Tract 5033, Summit County, Ohio",589,33,324,176,56,3049,0,198,1510,776,305,202,58,2851,260,853,853,66,369,240,37,1335,39,153,503300
"Census Tract 5034, Summit County, Ohio",111,41,45,25,0,914,14,7,573,176,70,26,48,893,74,127,125,37,176,162,23,458,39,153,503400
"Census Tract 5035, Summit County, Ohio",342,22,199,88,33,2254,96,234,1228,307,178,82,129,1924,211,369,358,95,246,236,49,1098,39,153,503500
"Census Tract 5036, Summit County, Ohio",446,31,175,179,61,3065,49,280,1346,699,236,334,121,2736,455,620,554,120,557,522,29,1265,39,153,503600
"Census Tract 5037.01, Summit County, Ohio",487,1,312,147,27,4245,48,601,1469,945,306,657,219,3596,876,621,621,135,579,564,218,1833,39,153,503701
"Census Tract 5037.02, Summit County, Ohio",645,223,128,286,8,3853,121,247,1540,1123,262,360,200,3485,560,723,696,97,711,577,146,1685,39,153,503702
"Census Tract 5038, Summit County, Ohio",525,167,203,138,17,2232,36,254,966,504,231,178,63,1942,241,462,437,112,416,368,55,969,39,153,503800
