NAME,S1501_C01_001E,S1501_C01_002E,S1501_C01_003E,S1501_C01_004E,S1501_C01_005E,S1501_C01_006E,S1501_C01_007E,S1501_C01_008E,S1501_C01_009E,S1501_C01_010E,S1501_C01_011E,S1501_C01_012E,S1501_C01_013E,S1501_C01_014E,S1501_C01_015E,S1501_C01_059E,S1501_C01_060E,S1501_C01_061E,S1501_C01_062E,S1501_C01_063E,S1501_C01_064E,state,county,tract
"Census Tract 30, Wayne County, Ohio",165,0,92,50,23,1743,38,89,805,252,147,236,176,1616,412,40996,50417,36192,41027,49063,75391,39,169,003000
"Census Tract 31, Wayne County, Ohio",130,21,43,39,27,1528,45,90,619,312,114,231,117,1393,348,42188,36429,35368,39737,43750,72721,39,169,003100
"Census Tract 32, Wayne County, Ohio",474,62,206,194,12,2262,176,111,875,326,197,293,284,1975,577,41420,65208,34821,29940,50139,48750,39,169,003200
"Census Tract 33, Wayne County, Ohio",218,155,17,44,2,1762,418,137,572,213,91,212,119,1207,331,37940,39871,35227,36250,27917,0,39,169,003300
"Census Tract 34, Wayne County, Ohio",394,4,278,112,0,2018,114,148,907,447,139,173,90,1756,263,25579,0,22663,25354,40431,38750,39,169,003400
"Census Tract 35, Wayne County, Ohio",292,131,101,60,0,2432,128,278,795,504,148,449,130,2026,579,41149,0,31250,41582,47604,72788,39,169,003500
"Census Tract 37, Wayne County, Ohio",360,146,134,77,3,2270,662,174,757,307,119,199,52,1434,251,34973,43500,29864,31369,45179,53125,39,169,003700
"Census Tract 9800, Wayne County, Ohio",982,0,86,880,16,78,0,0,27,12,26,0,13,78,13,31250,0,21250,43438,0,0,39,169,980000
"Census Tract 9501, Williams County, Ohio",520,93,299,90,38,3481,49,369,1447,713,432,336,135,3063,471,36388,35087,32158,41125,50000,71500,39,171,950100
"Census Tract 9502, Williams County, Ohio",346,22,198,97,29,2781,42,152,1030,670,340,431,116,2587,547,41865,0,37254,40833,56393,67500,39,171,950200
"Census Tract 9503, Williams County, Ohio",335,16,148,93,78,2864,66,315,1228,676,296,170,113,2483,283,34267,22308,34531,32054,48229,48036,39,171,950300
"Census Tract 9504, Williams County, Ohio",311,80,125,82,24,3018,76,109,1426,739,221,269,178,2833,447,38346,24167,35610,41031,44219,100357,39,171,950400
"Census Tract 9515, Brown County, Ohio",365,0,88,277,0,3705,76,357,1476,548,353,599,296,3272,895,50816,0,40341,42616,74261,96011,39,015,951500
"Census Tract 9516, Brown County, Ohio",135,38,48,49,0,2788,139,277,1198,542,277,266,89,2372,355,33889,0,31471,35394,26250,50909,39,015,951600
"Census Tract 9517, Brown County, Ohio",235,48,103,84,0,1751,24,198,708,396,130,191,104,1529,295,39392,0,37975,39444,63884,46186,39,015,951700
"Census Tract 9518, Brown County, Ohio",264,99,59,65,41,3534,157,267,1661,622,212,381,234,3110,615,32418,16667,29673,37639,43182,0,39,015,951800
"Census Tract 9519, Brown County, Ohio",486,15,346,125,0,4217,197,568,2166,707,371,108,100,3452,208,38205,41583,34098,42326,0,49079,39,015,951900
"Census Tract 1, Butler County, Ohio",498,75,211,202,10,3074,44,135,1509,694,233,385,74,2895,459,36962,33681,33941,41030,40655,54333,39,017,000100
"Census Tract 2, Butler County, Ohio",261,41,162,58,0,2653,69,276,1186,715,96,284,27,2308,311,37236,39167,50259,31471,34762,0,39,017,000200
"Census Tract 3, Butler County, Ohio",469,20,204,245,0,2040,90,186,1195,324,99,142,4,1764,146,24564,0,23750,26538,34667,0,39,017,000300
"Census Tract 4, Butler County, Ohio",230,146,77,7,0,3160,295,500,1241,628,397,35,64,2365,99,26587,20802,30909,40994,0,0,39,017,000400
"Census Tract 5, Butler County, Ohio",513,111,239,163,0,2757,112,245,1527,559,208,78,28,2400,106,25588,21563,25161,25042,46944,0,39,017,000500
"Census Tract 6, Butler County, Ohio",641,68,342,219,12,3021,174,567,1256,489,270,185,80,2280,265,26345,20033,22438,34262,47212,0,39,017,000600
"Census Tract 10.01, Butler County, Ohio",276,46,135,75,20,4189,100,377,1437,910,368,722,275,3712,997,42584,31111,41042,33897,61488,69267,39,017,001001
"Census Tract 10.02, Butler County, Ohio",475,52,277,146,0,3392,37,156,1182,459,167,1078,313,3199,1391,39353,0,34067,53603,41653,64767,39,017,001002
"Census Tract 11, Butler County, Ohio",573,42,257,264,10,2751,141,308,1442,374,212,197,77,2302,274,35121,13879,36141,28404,51250,46083,39,017,001100
"Census Tract 13, Butler County, Ohio",529,32,341,118,38,2929,17,224,916,727,307,525,213,2688,738,38351,9052,33980,34250,44450,69250,39,017,001300
"Census Tract 101.02, Butler County, Ohio",261,0,19,206,36,2019,25,69,302,325,75,582,641,1925,1223,41519,0,41840,29833,40278,63125,39,017,010102
"Census Tract 101.03, Butler County, Ohio",1449,21,326,813,289,3199,4,80,460,364,179,870,1242,3115,2112,48350,0,45357,39250,32617,77716,39,017,010103
"Census Tract 101.04, Butler County, Ohio",4671,7,1489,3154,21,73,0,0,26,38,0,3,6,73,9,8482,0,0,8438,0,0,39,017,010104
"Census Tract 101.05, Butler County, Ohio",3199,6,198,2790,205,1222,0,15,252,124,13,142,676,1207,818,59409,0,63333,51156,0,68750,39,017,010105
"Census Tract 101.06, Butler County, Ohio",2348,18,249,1769,312,470,12,33,92,137,0,82,114,425,196,29365,0,0,0,34946,0,39,017,010106
"Census Tract 102.01, Butler County, Ohio",1912,0,549,1356,7,36,4,0,0,12,0,0,20,32,20,0,0,0,0,0,0,39,017,010201
"Census Tract 102.02, Butler County, Ohio",1137,77,253,596,211,3304,15,200,1005,600,228,664,592,3089,1256,43267,0,39444,32173,48906,60771,39,017,010202
"Census Tract 102.03, Butler County, Ohio",337,9,110,205,13,3752,70,150,1808,611,332,500,281,3532,781,50999,0,44286,44857,53203,56757,39,017,010203
"Census Tract 103.01, Butler County, Ohio",350,8,225,105,12,3334,74,258,1633,478,157,613,121,3002,734,44965,50750,42708,40625,52844,81513,39,017,010301
"Census Tract 103.02, Butler County, Ohio",481,45,223,202,11,2563,102,177,1043,578,161,335,167,2284,502,50549,24625,49151,47143,52113,79875,39,017,010302
"Census Tract 105, Butler County, Ohio",193,0,163,30,0,1846,108,277,1065,227,118,51,0,1461,51,27063,20508,27424,27417,49350,0,39,017,010500
"Census Tract 106, Butler County, Ohio",402,0,282,114,6,2496,16,343,1211,390,151,162,223,2137,385,41776,0,39630,36134,92143,115365,39,017,010600
"Census Tract 108, Butler County, Ohio",737,148,327,169,93,4350,75,200,1309,1034,286,995,451,4075,1446,45543,0,42375,30455,59154,77171,39,017,010800
"Census Tract 109.01, Butler County, Ohio",211,29,82,77,23,3050,46,143,1184,710,321,393,253,2861,646,40903,0,41521,35278,52830,85714,39,017,010901
"Census Tract 109.03, Butler County, Ohio",408,0,184,191,33,3921,10,107,1096,785,280,1188,455,3804,1643,55630,0,41292,48309,66042,68365,39,017,010903
"Census Tract 109.04, Butler County, Ohio",194,112,47,35,0,2670,63,181,1294,520,196,367,49,2426,416,42040,26198,44464,40861,53205,14375,39,017,010904
"Census Tract 109.06, Butler County, Ohio",715,195,268,130,122,4645,364,396,1630,712,335,906,302,3885,1208,37056,28088,31129,44660,50882,100234,39,017,010906
"Census Tract 109.07, Butler County, Ohio",307,39,166,61,41,2005,43,119,709,383,150,438,163,1843,601,40343,0,40061,34256,0,0,39,017,010907
"Census Tract 109.09, Butler County, Ohio",414,13,239,87,75,3492,138,211,1603,571,221,551,197,3143,748,33271,15481,25801,29250,46708,71136,39,017,010909
"Census Tract 109.10, Butler County, Ohio",439,80,122,180,57,3177,46,52,749,517,342,1169,302,3079,1471,47074,0,29127,31477,60642,80556,39,017,010910
"Census Tract 109.11, Butler County, Ohio",441,46,132,103,160,2565,151,97,844,549,286,420,218,2317,638,43847,0,38654,39224,62794,63169,39,017,010911
"Census Tract 109.12, Butler County, Ohio",221,28,50,76,67,1552,52,30,383,320,201,382,184,1470,566,50737,20670,40889,50287,51854,62267,39,017,010912
"Census Tract 109.13, Butler County, Ohio",393,65,38,92,198,2296,37,80,709,439,53,792,186,2179,978,34521,0,29307,40750,35557,39350,39,017,010913
"Census Tract 110.03, Butler County, Ohio",737,32,307,306,92,4659,16,288,1282,943,484,1297,349,4355,1646,47640,0,34766,41673,92273,75250,39,017,011003
"Census Tract 110.04, Butler County, Ohio",900,55,587,209,49,4085,137,203,1889,841,392,471,152,3745,623,34306,21156,33843,31068,43289,78036,39,017,011004
"Census Tract 110.05, Butler County, Ohio",553,29,108,347,69,4905,23,438,1544,989,520,961,430,4444,1391,44469,45183,42047,44925,26076,62117,39,017,011005
"Census Tract 110.06, Butler County, Ohio",346,0,111,162,73,3932,30,46,1527,840,669,464,356,3856,820,42487,0,41758,40677,47792,66864,39,017,011006
"Census Tract 111.09, Butler County, Ohio",452,39,100,288,25,3051,83,119,631,650,208,835,525,2849,1360,49457,0,30357,40938,57039,85000,39,017,011109
"Census Tract 111.10, Butler County, Ohio",376,0,132,168,76,4467,34,120,939,936,281,1387,770,4313,2157,61361,74219,53087,55972,56779,100357,39,017,011110
"Census Tract 111.11, Butler County, Ohio",459,32,166,159,102,4412,85,146,1134,803,191,1320,733,4181,2053,57247,0,34318,55234,69010,61285,39,017,011111
"Census Tract 111.12, Butler County, Ohio",428,34,195,132,67,4363,62,82,512,539,124,1890,1154,4219,3044,80792,0,45208,37286,88438,110455,39,017,011112
"Census Tract 111.18, Butler County, Ohio",133,0,35,72,26,2349,11,43,337,273,121,935,629,2295,1564,100509,0,52917,55833,95966,128625,39,017,011118
"Census Tract 117.65, Delaware County, Ohio",298,0,149,149,0,1672,41,29,258,263,118,665,298,1602,963,67113,0,0,75769,73529,64955,39,041,011765
"Census Tract 117.66, Delaware County, Ohio",401,73,49,207,72,3124,0,94,334,490,86,1683,437,3030,2120,61144,0,0,43750,72331,69853,39,041,011766
"Census Tract 119, Delaware County, Ohio",387,107,91,169,20,3580,8,21,538,449,209,1346,1009,3551,2355,100265,0,51346,48929,106500,107847,39,041,011900
"Census Tract 120, Delaware County, Ohio",827,45,554,225,3,4147,3,23,1621,880,233,1005,382,4121,1387,56845,0,50388,43886,85912,93583,39,041,012000
"Census Tract 121, Delaware County, Ohio",544,55,131,267,91,5214,0,121,504,840,314,2199,1236,5093,3435,86717,0,33870,43857,98438,101970,39,041,012100
"Census Tract 122, Delaware County, Ohio",623,42,398,157,26,3689,50,141,664,743,299,1070,722,3498,1792,41712,29688,34886,40195,50192,41859,39,041,012200
"Census Tract 123, Delaware County, Ohio",415,30,122,239,24,3516,83,176,1097,979,234,657,290,3257,947,45750,42188,37058,41429,69028,96250,39,041,012300
"Census Tract 124, Delaware County, Ohio",496,0,78,131,287,4449,30,17,694,641,376,1503,1188,4402,2691,62743,13839,32848,51887,72732,69932,39,041,012400
"Census Tract 401, Erie County, Ohio",244,0,51,119,74,3987,58,119,1278,782,656,792,302,3810,1094,46008,0,37885,43929,50469,60060,39,043,040100
"Census Tract 402, Erie County, Ohio",445,10,165,180,90,2843,21,167,973,686,215,501,280,2655,781,49301,0,41765,50188,51817,108295,39,043,040200
"Census Tract 403, Erie County, Ohio",533,40,208,253,32,4484,24,207,1845,875,391,829,313,4253,1142,39099,0,31111,41557,60620,66780,39,043,040300
"Census Tract 404, Erie County, Ohio",189,13,46,44,86,4281,28,256,764,1350,367,818,698,3997,1516,45842,0,34191,43386,0,74926,39,043,040400
"Census Tract 405, Erie County, Ohio",224,0,104,120,0,3222,107,31,817,687,305,765,510,3084,1275,41319,25787,41086,39360,51861,37083,39,043,040500
"Census Tract 407, Erie County, Ohio",341,13,141,172,15,2621,170,107,881,660,223,393,187,2344,580,32085,0,28500,34773,45680,69283,39,043,040700
"Census Tract 408.01, Erie County, Ohio",377,188,172,17,0,1320,2,168,392,509,91,108,50,1150,158,24589,20513,25875,28235,0,0,39,043,040801
"Census Tract 408.02, Erie County, Ohio",129,0,0,64,65,921,3,45,373,214,54,165,67,873,232,26771,0,0,0,52161,26188,39,043,040802
"Census Tract 409, Erie County, Ohio",238,0,108,130,0,2451,76,166,1067,522,246,251,123,2209,374,27283,0,19342,32788,39115,53583,39,043,040900
"Census Tract 410, Erie County, Ohio",362,1,342,19,0,1849,107,292,799,297,166,52,136,1450,188,31627,0,37826,30918,46087,24111,39,043,041000
"Census Tract 411, Erie County, Ohio",493,80,265,72,76,2792,20,481,1242,506,149,316,78,2291,394,26951,41176,22273,34036,32083,0,39,043,041100
"Census Tract 412, Erie County, Ohio",264,31,179,54,0,1687,73,159,826,289,239,65,36,1455,101,28824,0,27243,27038,47198,74231,39,043,041200
"Census Tract 413, Erie County, Ohio",184,33,88,63,0,2531,18,257,943,527,199,435,152,2256,587,39137,0,30820,37656,67321,60844,39,043,041300
"Census Tract 414, Erie County, Ohio",154,49,49,56,0,1809,42,81,487,334,240,406,219,1686,625,41722,7708,37813,40284,43365,81042,39,043,041400
"Census Tract 416, Erie County, Ohio",447,100,94,136,117,3924,47,208,1186,748,525,686,524,3669,1210,34407,0,29205,38958,39327,47829,39,043,041600
"Census Tract 417.01, Erie County, Ohio",141,26,94,17,4,2567,2,132,1065,669,287,351,61,2433,412,42700,0,28992,48711,56875,40625,39,043,041701
"Census Tract 417.02, Erie County, Ohio",241,32,131,66,12,2082,26,87,836,347,318,289,179,1969,468,35988,14375,35368,45000,51750,0,39,043,041702
"Census Tract 418, Erie County, Ohio",551,63,206,271,11,4299,26,155,1875,858,428,526,431,4118,957,45063,0,42063,50262,36408,77083,39,043,041800
"Census Tract 419, Erie County, Ohio",257,21,98,102,36,3804,56,131,1176,827,393,734,487,3617,1221,48967,37273,39531,47500,48125,80183,39,043,041900
"Census Tract 9901, Erie County, Ohio",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,043,990100
"Census Tract 301, Fairfield County, Ohio",406,37,274,65,30,2904,57,122,1233,663,368,341,120,2725,461,40534,0,50361,36116,43750,31806,39,045,030100
"Census Tract 302, Fairfield County, Ohio",185,15,29,86,55,2260,40,151,1111,445,143,267,103,2069,370,41860,65096,25500,51034,64135,51771,39,045,030200
"Census Tract 303, Fairfield County, Ohio",343,27,266,50,0,2080,34,119,987,307,121,308,204,1927,512,37392,29219,36159,35294,61597,55294,39,045,030300
"Census Tract 304, Fairfield County, Ohio",480,59,160,179,82,3297,18,103,1145,886,286,601,258,3176,859,52382,0,46883,44464,55000,92143,39,045,030400
"Census Tract 306.01, Fairfield County, Ohio",554,148,214,192,0,4427,25,92,798,971,337,1386,818,4310,2204,58522,0,49848,51034,64737,76964,39,045,030601
"Census Tract 306.02, Fairfield County, Ohio",159,28,41,67,23,2636,73,24,307,619,58,943,612,2539,1555,63244,0,43196,54893,69868,85059,39,045,030602
"Census Tract 307, Fairfield County, Ohio",352,20,120,182,30,2584,8,25,742,659,263,585,302,2551,887,56657,0,41759,51061,66300,77232,39,045,030700
"Census Tract 308, Fairfield County, Ohio",394,35,127,122,110,3850,2,91,1159,804,468,795,531,3757,1326,52231,0,37500,51268,63094,95810,39,045,030800
"Census Tract 117.64, Delaware County, Ohio",189,10,80,52,47,1683,0,32,298,185,126,644,398,1651,1042,75027,0,21914,76964,102560,0,39,041,011764
"Census Tract 309.01, Fairfield County, Ohio",285,82,84,83,36,3507,10,114,1142,658,371,692,520,3383,1212,53398,0,40784,52943,57484,69340,39,045,030901
"Census Tract 309.02, Fairfield County, Ohio",638,119,256,210,53,2887,2,136,1138,727,205,436,243,2749,679,40739,0,27147,35673,68056,85000,39,045,030902
"Census Tract 310, Fairfield County, Ohio",434,5,230,172,27,4302,80,409,1039,794,608,1090,282,3813,1372,53825,0,32339,42183,79318,58929,39,045,031000
"Census Tract 311, Fairfield County, Ohio",535,44,306,63,122,4626,151,197,1920,1085,589,443,241,4278,684,38598,0,35955,34299,42813,59706,39,045,031100
"Census Tract 312, Fairfield County, Ohio",210,17,67,103,23,3747,55,123,1672,940,346,436,175,3569,611,41261,0,32727,39605,61036,69716,39,045,031200
"Census Tract 313, Fairfield County, Ohio",220,15,106,99,0,2356,57,147,1022,284,239,391,216,2152,607,36357,18750,33866,34563,0,41687,39,045,031300
"Census Tract 314.01, Fairfield County, Ohio",110,29,45,36,0,1773,0,39,619,315,134,417,249,1734,666,43890,0,27147,43727,50278,85526,39,045,031401
"Census Tract 314.02, Fairfield County, Ohio",350,38,75,213,24,3449,135,217,1372,912,297,315,201,3097,516,33081,0,22382,31641,75618,0,39,045,031402
