NAME,B01003_001E,B11005_001E,B11005_002E,B11005_012E,B11005_017E,B06010_002E,B06010_003E,B06010_004E,B06010_005E,B06010_006E,B06010_007E,B06010_008E,B06010_009E,B06010_010E,B06010_011E,state,county,tract
"Census Tract 9810, Cuyahoga County, Ohio",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,035,981000
"Census Tract 9811, Cuyahoga County, Ohio",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,035,981100
"Census Tract 9900, Cuyahoga County, Ohio",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39,035,990000
"Census Tract 5001, Darke County, Ohio",3739.0,1327.0,434.0,619.0,274.0,255.0,2699.0,440.0,181.0,424.0,264.0,515.0,414.0,74.0,387.0,39,037,500100
"Census Tract 5101, Darke County, Ohio",3873.0,1457.0,518.0,467.0,472.0,342.0,2601.0,609.0,237.0,476.0,440.0,388.0,225.0,73.0,153.0,39,037,510100
"Census Tract 5201, Darke County, Ohio",3654.0,1311.0,497.0,595.0,219.0,194.0,2535.0,327.0,199.0,418.0,468.0,495.0,295.0,110.0,223.0,39,037,520100
"Census Tract 5301, Darke County, Ohio",4302.0,1710.0,492.0,654.0,564.0,330.0,3137.0,483.0,216.0,543.0,285.0,511.0,407.0,128.0,564.0,39,037,530100
"Census Tract 5401, Darke County, Ohio",3508.0,1415.0,446.0,677.0,292.0,313.0,2567.0,347.0,388.0,401.0,340.0,373.0,343.0,61.0,314.0,39,037,540100
"Census Tract 5501, Darke County, Ohio",3178.0,1296.0,364.0,635.0,297.0,140.0,2429.0,384.0,215.0,238.0,379.0,523.0,286.0,119.0,285.0,39,037,550100
"Census Tract 5550.01, Darke County, Ohio",2297.0,1130.0,162.0,454.0,514.0,31.0,1939.0,221.0,135.0,404.0,314.0,360.0,209.0,29.0,267.0,39,037,555001
"Census Tract 5550.02, Darke County, Ohio",4196.0,1781.0,512.0,575.0,694.0,175.0,3202.0,750.0,197.0,315.0,611.0,544.0,417.0,104.0,264.0,39,037,555002
"Census Tract 231, Hamilton County, Ohio",2709.0,1004.0,327.0,543.0,134.0,225.0,2083.0,364.0,81.0,170.0,106.0,209.0,234.0,89.0,830.0,39,061,023100
"Census Tract 232.01, Hamilton County, Ohio",2593.0,1321.0,234.0,344.0,743.0,263.0,1963.0,312.0,248.0,391.0,328.0,244.0,217.0,88.0,135.0,39,061,023201
"Census Tract 232.10, Hamilton County, Ohio",5374.0,2305.0,514.0,707.0,1084.0,272.0,4254.0,464.0,223.0,444.0,589.0,855.0,760.0,214.0,705.0,39,061,023210
"Census Tract 232.22, Hamilton County, Ohio",3218.0,1643.0,308.0,561.0,774.0,264.0,2541.0,307.0,373.0,433.0,263.0,504.0,326.0,116.0,219.0,39,061,023222
"Census Tract 233, Hamilton County, Ohio",4065.0,1436.0,541.0,624.0,271.0,237.0,2850.0,266.0,181.0,225.0,302.0,211.0,283.0,235.0,1147.0,39,061,023300
"Census Tract 234, Hamilton County, Ohio",3566.0,1573.0,399.0,400.0,774.0,111.0,2767.0,551.0,212.0,549.0,485.0,470.0,263.0,77.0,160.0,39,061,023400
"Census Tract 235.01, Hamilton County, Ohio",4603.0,1805.0,560.0,814.0,431.0,454.0,3213.0,441.0,171.0,209.0,373.0,271.0,293.0,84.0,1371.0,39,061,023501
"Census Tract 235.21, Hamilton County, Ohio",2973.0,1064.0,461.0,322.0,281.0,229.0,1975.0,332.0,95.0,244.0,245.0,231.0,250.0,103.0,475.0,39,061,023521
"Census Tract 235.22, Hamilton County, Ohio",5374.0,2311.0,752.0,795.0,764.0,370.0,3839.0,478.0,223.0,413.0,394.0,660.0,424.0,188.0,1059.0,39,061,023522
"Census Tract 236, Hamilton County, Ohio",3973.0,1845.0,435.0,611.0,799.0,354.0,3044.0,425.0,147.0,525.0,397.0,490.0,406.0,163.0,491.0,39,061,023600
"Census Tract 237.01, Hamilton County, Ohio",3038.0,1384.0,311.0,396.0,677.0,142.0,2499.0,424.0,277.0,521.0,191.0,370.0,275.0,147.0,294.0,39,061,023701
"Census Tract 237.02, Hamilton County, Ohio",2427.0,1209.0,213.0,377.0,619.0,90.0,1986.0,249.0,99.0,163.0,304.0,390.0,227.0,302.0,252.0,39,061,023702
"Census Tract 238, Hamilton County, Ohio",5196.0,2666.0,434.0,589.0,1643.0,311.0,4234.0,809.0,446.0,773.0,516.0,630.0,297.0,186.0,577.0,39,061,023800
"Census Tract 239.01, Hamilton County, Ohio",4436.0,1862.0,480.0,735.0,647.0,344.0,3257.0,393.0,155.0,424.0,333.0,519.0,200.0,260.0,973.0,39,061,023901
"Census Tract 239.02, Hamilton County, Ohio",4956.0,2065.0,539.0,853.0,673.0,333.0,3725.0,520.0,295.0,218.0,247.0,312.0,416.0,205.0,1512.0,39,061,023902
"Census Tract 240.01, Hamilton County, Ohio",5050.0,2487.0,487.0,979.0,1021.0,343.0,4171.0,449.0,376.0,721.0,571.0,535.0,350.0,215.0,954.0,39,061,024001
"Census Tract 240.02, Hamilton County, Ohio",3042.0,1276.0,369.0,423.0,484.0,273.0,2325.0,239.0,152.0,323.0,233.0,223.0,204.0,200.0,751.0,39,061,024002
"Census Tract 241, Hamilton County, Ohio",7084.0,2503.0,1123.0,878.0,502.0,416.0,4838.0,549.0,264.0,331.0,277.0,475.0,729.0,226.0,1987.0,39,061,024100
"Census Tract 242, Hamilton County, Ohio",2731.0,1113.0,218.0,449.0,446.0,331.0,2040.0,280.0,132.0,179.0,198.0,137.0,200.0,206.0,708.0,39,061,024200
"Census Tract 243.01, Hamilton County, Ohio",3672.0,1448.0,589.0,403.0,456.0,390.0,2452.0,315.0,98.0,211.0,206.0,331.0,266.0,116.0,909.0,39,061,024301
"Census Tract 243.03, Hamilton County, Ohio",6883.0,2644.0,1064.0,843.0,737.0,604.0,4888.0,728.0,377.0,500.0,542.0,894.0,433.0,367.0,1047.0,39,061,024303
"Census Tract 243.22, Hamilton County, Ohio",8852.0,2884.0,1220.0,1199.0,465.0,516.0,5632.0,735.0,551.0,542.0,496.0,472.0,577.0,205.0,2054.0,39,061,024322
"Census Tract 243.23, Hamilton County, Ohio",4048.0,1447.0,516.0,653.0,278.0,332.0,2794.0,332.0,187.0,297.0,221.0,128.0,557.0,143.0,929.0,39,061,024323
"Census Tract 243.24, Hamilton County, Ohio",4501.0,1847.0,530.0,688.0,629.0,433.0,3185.0,418.0,85.0,356.0,282.0,553.0,476.0,204.0,811.0,39,061,024324
"Census Tract 244.01, Hamilton County, Ohio",4611.0,1969.0,420.0,993.0,556.0,384.0,3548.0,548.0,257.0,507.0,364.0,239.0,258.0,132.0,1243.0,39,061,024401
"Census Tract 244.02, Hamilton County, Ohio",2687.0,1018.0,371.0,499.0,148.0,260.0,1883.0,241.0,56.0,72.0,85.0,229.0,85.0,79.0,1036.0,39,061,024402
"Census Tract 247, Hamilton County, Ohio",1735.0,734.0,223.0,227.0,284.0,112.0,1285.0,198.0,73.0,145.0,221.0,214.0,203.0,80.0,151.0,39,061,024700
"Census Tract 248, Hamilton County, Ohio",3626.0,1490.0,536.0,380.0,574.0,350.0,2514.0,366.0,166.0,200.0,149.0,299.0,251.0,98.0,985.0,39,061,024800
"Census Tract 249.01, Hamilton County, Ohio",866.0,428.0,76.0,113.0,239.0,61.0,664.0,77.0,104.0,81.0,89.0,116.0,78.0,19.0,100.0,39,061,024901
"Census Tract 249.03, Hamilton County, Ohio",5281.0,2138.0,1356.0,646.0,136.0,454.0,3649.0,611.0,150.0,212.0,187.0,162.0,335.0,195.0,1797.0,39,061,024903
"Census Tract 249.04, Hamilton County, Ohio",3357.0,1242.0,493.0,511.0,238.0,444.0,2138.0,231.0,105.0,155.0,182.0,315.0,230.0,157.0,763.0,39,061,024904
"Census Tract 250.01, Hamilton County, Ohio",7076.0,2736.0,1001.0,1143.0,592.0,347.0,5104.0,527.0,490.0,508.0,529.0,504.0,839.0,198.0,1509.0,39,061,025001
"Census Tract 250.02, Hamilton County, Ohio",6937.0,2520.0,1219.0,734.0,567.0,573.0,4995.0,694.0,294.0,565.0,468.0,624.0,624.0,669.0,1057.0,39,061,025002
"Census Tract 251.01, Hamilton County, Ohio",4916.0,1609.0,786.0,664.0,159.0,594.0,3185.0,482.0,188.0,332.0,181.0,304.0,379.0,178.0,1141.0,39,061,025101
"Census Tract 251.02, Hamilton County, Ohio",7481.0,2766.0,1117.0,905.0,744.0,672.0,5346.0,893.0,184.0,781.0,552.0,745.0,629.0,200.0,1362.0,39,061,025102
"Census Tract 251.03, Hamilton County, Ohio",6716.0,3019.0,674.0,1152.0,1193.0,490.0,5079.0,542.0,257.0,825.0,565.0,835.0,516.0,285.0,1254.0,39,061,025103
"Census Tract 252, Hamilton County, Ohio",4325.0,2113.0,477.0,458.0,1178.0,188.0,3427.0,655.0,426.0,625.0,488.0,630.0,268.0,97.0,238.0,39,061,025200
"Census Tract 253, Hamilton County, Ohio",2650.0,1267.0,194.0,416.0,657.0,135.0,2205.0,502.0,132.0,310.0,301.0,295.0,383.0,99.0,183.0,39,061,025300
"Census Tract 254.01, Hamilton County, Ohio",1617.0,779.0,130.0,202.0,447.0,102.0,1274.0,188.0,90.0,192.0,205.0,254.0,76.0,82.0,187.0,39,061,025401
"Census Tract 254.02, Hamilton County, Ohio",3236.0,1483.0,206.0,350.0,927.0,126.0,2711.0,367.0,164.0,471.0,536.0,488.0,298.0,56.0,331.0,39,061,025402
"Census Tract 255, Hamilton County, Ohio",3990.0,1738.0,392.0,382.0,964.0,351.0,2987.0,520.0,264.0,583.0,459.0,325.0,292.0,200.0,344.0,39,061,025500
"Census Tract 256, Hamilton County, Ohio",4025.0,1429.0,337.0,243.0,849.0,340.0,3085.0,1020.0,176.0,285.0,403.0,465.0,243.0,63.0,430.0,39,061,025600
"Census Tract 257, Hamilton County, Ohio",2071.0,788.0,236.0,159.0,393.0,180.0,1458.0,439.0,273.0,242.0,198.0,162.0,104.0,20.0,20.0,39,061,025700
"Census Tract 258, Hamilton County, Ohio",4353.0,1857.0,381.0,818.0,658.0,249.0,3525.0,543.0,427.0,281.0,597.0,581.0,401.0,274.0,421.0,39,061,025800
"Census Tract 260.01, Hamilton County, Ohio",5737.0,2017.0,743.0,958.0,316.0,333.0,4141.0,423.0,321.0,390.0,426.0,597.0,539.0,345.0,1100.0,39,061,026001
"Census Tract 260.02, Hamilton County, Ohio",5317.0,2191.0,608.0,768.0,815.0,316.0,3941.0,370.0,251.0,355.0,791.0,618.0,384.0,170.0,1002.0,39,061,026002
"Census Tract 9666, Monroe County, Ohio",3174.0,1420.0,300.0,666.0,454.0,225.0,2362.0,542.0,197.0,399.0,200.0,333.0,227.0,77.0,387.0,39,111,966600
"Census Tract 9667, Monroe County, Ohio",3676.0,1596.0,373.0,764.0,459.0,386.0,2728.0,540.0,311.0,498.0,441.0,288.0,229.0,95.0,326.0,39,111,966700
"Census Tract 9668, Monroe County, Ohio",3409.0,1356.0,345.0,463.0,548.0,390.0,2340.0,517.0,303.0,402.0,346.0,317.0,160.0,110.0,185.0,39,111,966800
"Census Tract 9669, Monroe County, Ohio",3568.0,1482.0,313.0,632.0,537.0,443.0,2672.0,498.0,219.0,530.0,373.0,411.0,225.0,67.0,349.0,39,111,966900
"Census Tract 1, Montgomery County, Ohio",2682.0,1180.0,309.0,350.0,521.0,189.0,2076.0,566.0,131.0,259.0,261.0,391.0,148.0,54.0,266.0,39,113,000100
"Census Tract 2, Montgomery County, Ohio",2216.0,895.0,349.0,230.0,316.0,153.0,1618.0,572.0,271.0,379.0,187.0,97.0,69.0,9.0,34.0,39,113,000200
"Census Tract 3, Montgomery County, Ohio",1871.0,905.0,305.0,135.0,465.0,137.0,1334.0,350.0,158.0,225.0,179.0,258.0,19.0,14.0,131.0,39,113,000300
"Census Tract 4, Montgomery County, Ohio",4028.0,1833.0,377.0,673.0,783.0,367.0,2950.0,619.0,224.0,537.0,557.0,632.0,144.0,51.0,186.0,39,113,000400
"Census Tract 5, Montgomery County, Ohio",3759.0,1834.0,436.0,445.0,953.0,283.0,2744.0,539.0,435.0,308.0,435.0,351.0,354.0,127.0,195.0,39,113,000500
"Census Tract 6, Montgomery County, Ohio",1688.0,750.0,110.0,365.0,275.0,113.0,1436.0,266.0,202.0,359.0,219.0,105.0,202.0,30.0,53.0,39,113,000600
"Census Tract 7, Montgomery County, Ohio",2107.0,817.0,210.0,352.0,255.0,320.0,1493.0,458.0,181.0,364.0,245.0,81.0,73.0,34.0,57.0,39,113,000700
"Census Tract 8.01, Montgomery County, Ohio",3750.0,1614.0,657.0,279.0,678.0,304.0,2743.0,825.0,227.0,769.0,286.0,265.0,144.0,67.0,160.0,39,113,000801
"Census Tract 8.02, Montgomery County, Ohio",2005.0,790.0,270.0,193.0,327.0,163.0,1401.0,380.0,218.0,318.0,229.0,150.0,78.0,10.0,18.0,39,113,000802
"Census Tract 9, Montgomery County, Ohio",2798.0,1243.0,395.0,145.0,703.0,313.0,1964.0,582.0,274.0,323.0,143.0,323.0,190.0,98.0,31.0,39,113,000900
"Census Tract 10, Montgomery County, Ohio",1233.0,625.0,168.0,83.0,374.0,72.0,896.0,264.0,76.0,323.0,83.0,110.0,12.0,13.0,15.0,39,113,001000
"Census Tract 11, Montgomery County, Ohio",3677.0,1845.0,561.0,321.0,963.0,406.0,2564.0,606.0,355.0,524.0,469.0,372.0,95.0,75.0,68.0,39,113,001100
"Census Tract 12, Montgomery County, Ohio",1172.0,511.0,153.0,81.0,277.0,68.0,843.0,374.0,47.0,106.0,241.0,69.0,6.0,0.0,0.0,39,113,001200
"Census Tract 15.01, Montgomery County, Ohio",4080.0,2239.0,88.0,308.0,1843.0,547.0,3383.0,870.0,335.0,395.0,224.0,535.0,308.0,171.0,545.0,39,113,001501
"Census Tract 16, Montgomery County, Ohio",2145.0,1121.0,267.0,270.0,584.0,216.0,1536.0,273.0,161.0,214.0,231.0,257.0,160.0,35.0,205.0,39,113,001600
"Census Tract 17, Montgomery County, Ohio",599.0,346.0,68.0,41.0,237.0,61.0,451.0,130.0,66.0,66.0,127.0,49.0,13.0,0.0,0.0,39,113,001700
"Census Tract 18.01, Montgomery County, Ohio",2321.0,1041.0,383.0,281.0,377.0,202.0,1667.0,439.0,415.0,461.0,151.0,15.0,175.0,11.0,0.0,39,113,001801
"Census Tract 18.02, Montgomery County, Ohio",4210.0,1395.0,506.0,333.0,556.0,348.0,2402.0,736.0,408.0,399.0,467.0,173.0,152.0,0.0,67.0,39,113,001802
"Census Tract 19, Montgomery County, Ohio",4056.0,1865.0,566.0,432.0,867.0,476.0,2715.0,594.0,180.0,709.0,594.0,364.0,148.0,29.0,97.0,39,113,001900
"Census Tract 20, Montgomery County, Ohio",2694.0,1399.0,369.0,302.0,728.0,208.0,2001.0,386.0,295.0,522.0,271.0,291.0,42.0,16.0,178.0,39,113,002000
"Census Tract 22, Montgomery County, Ohio",2975.0,1256.0,550.0,213.0,493.0,311.0,1944.0,460.0,357.0,528.0,222.0,168.0,83.0,80.0,46.0,39,113,002200
"Census Tract 23, Montgomery County, Ohio",2750.0,1030.0,328.0,259.0,443.0,356.0,1846.0,378.0,326.0,434.0,366.0,160.0,74.0,14.0,94.0,39,113,002300
"Census Tract 24, Montgomery County, Ohio",2375.0,1161.0,265.0,335.0,561.0,231.0,1788.0,321.0,87.0,379.0,404.0,335.0,136.0,63.0,63.0,39,113,002400
"Census Tract 25, Montgomery County, Ohio",5268.0,2457.0,848.0,555.0,1054.0,810.0,3634.0,559.0,706.0,682.0,515.0,539.0,232.0,138.0,263.0,39,113,002500
"Census Tract 26, Montgomery County, Ohio",5557.0,2456.0,777.0,635.0,1044.0,488.0,3854.0,800.0,394.0,625.0,590.0,634.0,518.0,31.0,262.0,39,113,002600
"Census Tract 27, Montgomery County, Ohio",2132.0,1045.0,278.0,240.0,527.0,100.0,1613.0,150.0,159.0,366.0,304.0,241.0,188.0,84.0,121.0,39,113,002700
"Census Tract 28, Montgomery County, Ohio",2181.0,1048.0,214.0,313.0,521.0,83.0,1712.0,219.0,132.0,224.0,345.0,350.0,255.0,46.0,141.0,39,113,002800
"Census Tract 29, Montgomery County, Ohio",4071.0,2089.0,370.0,535.0,1184.0,157.0,3212.0,444.0,478.0,474.0,442.0,566.0,501.0,124.0,183.0,39,113,002900
"Census Tract 30, Montgomery County, Ohio",2918.0,1474.0,250.0,285.0,939.0,156.0,2307.0,308.0,179.0,322.0,158.0,526.0,392.0,78.0,344.0,39,113,003000
"Census Tract 31, Montgomery County, Ohio",2975.0,1502.0,262.0,442.0,798.0,194.0,2317.0,507.0,334.0,418.0,247.0,339.0,169.0,56.0,247.0,39,113,003100
"Census Tract 32.01, Montgomery County, Ohio",3760.0,1988.0,272.0,316.0,1400.0,353.0,2804.0,431.0,182.0,490.0,517.0,474.0,314.0,105.0,291.0,39,113,003201
"Census Tract 33, Montgomery County, Ohio",5309.0,2083.0,586.0,515.0,982.0,585.0,3652.0,924.0,345.0,696.0,689.0,534.0,271.0,21.0,172.0,39,113,003300
"Census Tract 34.02, Montgomery County, Ohio",7280.0,646.0,75.0,86.0,485.0,470.0,6777.0,4847.0,823.0,618.0,212.0,113.0,34.0,0.0,130.0,39,113,003402
"Census Tract 34.03, Montgomery County, Ohio",3673.0,62.0,3.0,29.0,30.0,293.0,3375.0,2668.0,379.0,215.0,33.0,40.0,8.0,19.0,13.0,39,113,003403
"Census Tract 34.04, Montgomery County, Ohio",2173.0,926.0,199.0,142.0,585.0,305.0,1523.0,508.0,158.0,217.0,131.0,146.0,162.0,62.0,139.0,39,113,003404
"Census Tract 35, Montgomery County, Ohio",2192.0,859.0,246.0,233.0,380.0,165.0,1542.0,468.0,112.0,580.0,124.0,105.0,71.0,31.0,51.0,39,113,003500
"Census Tract 38, Montgomery County, Ohio",2141.0,1138.0,327.0,276.0,535.0,244.0,1460.0,230.0,165.0,545.0,197.0,141.0,72.0,50.0,60.0,39,113,003800
"Census Tract 39, Montgomery County, Ohio",2114.0,998.0,231.0,226.0,541.0,272.0,1437.0,451.0,306.0,267.0,260.0,87.0,48.0,0.0,18.0,39,113,003900
"Census Tract 41, Montgomery County, Ohio",2131.0,846.0,435.0,143.0,268.0,133.0,1208.0,350.0,148.0,222.0,133.0,78.0,136.0,32.0,109.0,39,113,004100
"Census Tract 42, Montgomery County, Ohio",1894.0,908.0,166.0,206.0,536.0,154.0,1359.0,358.0,172.0,154.0,294.0,128.0,127.0,116.0,10.0,39,113,004200
"Census Tract 43, Montgomery County, Ohio",2171.0,898.0,423.0,196.0,279.0,232.0,1285.0,384.0,236.0,203.0,239.0,97.0,55.0,17.0,54.0,39,113,004300
"Census Tract 44, Montgomery County, Ohio",1609.0,867.0,175.0,268.0,424.0,118.0,1326.0,280.0,357.0,149.0,170.0,261.0,23.0,35.0,51.0,39,113,004400
"Census Tract 46, Montgomery County, Ohio",1443.0,401.0,70.0,114.0,217.0,196.0,1175.0,398.0,152.0,279.0,92.0,135.0,56.0,20.0,43.0,39,113,004600
"Census Tract 305.01, Warren County, Ohio",3725.0,1576.0,405.0,594.0,577.0,347.0,2741.0,456.0,246.0,504.0,411.0,367.0,340.0,150.0,267.0,39,165,030501
"Census Tract 305.03, Warren County, Ohio",5660.0,2135.0,827.0,746.0,562.0,360.0,4092.0,443.0,307.0,431.0,522.0,685.0,515.0,419.0,770.0,39,165,030503
"Census Tract 305.04, Warren County, Ohio",5248.0,1739.0,787.0,706.0,246.0,432.0,3581.0,541.0,153.0,286.0,344.0,313.0,323.0,175.0,1446.0,39,165,030504
"Census Tract 306, Warren County, Ohio",4087.0,1493.0,532.0,672.0,289.0,315.0,3059.0,391.0,211.0,468.0,413.0,520.0,366.0,159.0,531.0,39,165,030600
"Census Tract 307, Warren County, Ohio",7068.0,2631.0,748.0,1290.0,593.0,679.0,5048.0,675.0,448.0,609.0,630.0,922.0,579.0,283.0,902.0,39,165,030700
"Census Tract 308, Warren County, Ohio",6599.0,2187.0,875.0,1136.0,176.0,449.0,4974.0,895.0,486.0,371.0,649.0,863.0,394.0,143.0,1173.0,39,165,030800
"Census Tract 309.01, Warren County, Ohio",8366.0,2506.0,1391.0,828.0,287.0,953.0,5346.0,891.0,318.0,572.0,352.0,432.0,482.0,427.0,1872.0,39,165,030901
"Census Tract 309.02, Warren County, Ohio",6669.0,2207.0,884.0,1114.0,209.0,515.0,4236.0,609.0,75.0,221.0,314.0,322.0,588.0,215.0,1892.0,39,165,030902
"Census Tract 310.01, Warren County, Ohio",7465.0,2802.0,785.0,1335.0,682.0,870.0,5590.0,1022.0,406.0,757.0,714.0,860.0,459.0,370.0,1002.0,39,165,031001
"Census Tract 310.02, Warren County, Ohio",1723.0,722.0,163.0,392.0,167.0,46.0,1427.0,183.0,182.0,202.0,174.0,134.0,188.0,33.0,331.0,39,165,031002
"Census Tract 311, Warren County, Ohio",4257.0,1859.0,486.0,866.0,507.0,230.0,3365.0,477.0,212.0,233.0,307.0,547.0,576.0,365.0,648.0,39,165,031100
"Census Tract 312, Warren County, Ohio",7617.0,2470.0,1008.0,1037.0,425.0,708.0,5130.0,632.0,277.0,578.0,574.0,974.0,363.0,360.0,1372.0,39,165,031200
"Census Tract 313, Warren County, Ohio",4880.0,1631.0,702.0,493.0,436.0,413.0,3145.0,331.0,186.0,379.0,327.0,612.0,320.0,190.0,800.0,39,165,031300
"Census Tract 314, Warren County, Ohio",4969.0,2056.0,607.0,666.0,783.0,331.0,3693.0,811.0,281.0,630.0,633.0,534.0,303.0,212.0,289.0,39,165,031400
"Census Tract 315, Warren County, Ohio",5046.0,2332.0,474.0,860.0,998.0,398.0,3877.0,657.0,229.0,623.0,462.0,710.0,492.0,175.0,529.0,39,165,031500
"Census Tract 316.01, Warren County, Ohio",984.0,454.0,86.0,221.0,147.0,18.0,897.0,146.0,94.0,46.0,113.0,140.0,85.0,34.0,239.0,39,165,031601
"Census Tract 316.02, Warren County, Ohio",3637.0,1618.0,458.0,503.0,657.0,129.0,2743.0,180.0,213.0,314.0,397.0,484.0,370.0,148.0,637.0,39,165,031602
"Census Tract 316.03, Warren County, Ohio",3533.0,1283.0,378.0,808.0,97.0,395.0,2564.0,417.0,212.0,385.0,194.0,387.0,210.0,222.0,537.0,39,165,031603
"Census Tract 317, Warren County, Ohio",5783.0,0.0,0.0,0.0,0.0,4906.0,877.0,323.0,61.0,264.0,114.0,55.0,24.0,21.0,15.0,39,165,031700
"Census Tract 319.04, Warren County, Ohio",6249.0,2584.0,989.0,922.0,673.0,524.0,4783.0,525.0,227.0,668.0,507.0,747.0,635.0,205.0,1269.0,39,165,031904
"Census Tract 319.05, Warren County, Ohio",5817.0,2234.0,869.0,682.0,683.0,431.0,4005.0,536.0,199.0,472.0,277.0,950.0,569.0,158.0,844.0,39,165,031905
"Census Tract 319.06, Warren County, Ohio",4045.0,1694.0,423.0,747.0,524.0,326.0,3166.0,651.0,103.0,183.0,243.0,539.0,255.0,238.0,954.0,39,165,031906
"Census Tract 319.07, Warren County, Ohio",12940.0,4202.0,2373.0,1215.0,614.0,1673.0,7928.0,1338.0,263.0,447.0,505.0,920.0,669.0,306.0,3480.0,39,165,031907
"Census Tract 319.08, Warren County, Ohio",5205.0,1895.0,785.0,583.0,527.0,810.0,3581.0,533.0,414.0,466.0,100.0,361.0,286.0,88.0,1333.0,39,165,031908
"Census Tract 320.03, Warren County, Ohio",8285.0,3506.0,1081.0,1547.0,878.0,458.0,6406.0,1168.0,434.0,435.0,543.0,856.0,839.0,401.0,1730.0,39,165,032003
"Census Tract 320.04, Warren County, Ohio",6310.0,2125.0,947.0,971.0,207.0,526.0,4562.0,624.0,292.0,256.0,341.0,475.0,628.0,228.0,1718.0,39,165,032004
"Census Tract 320.06, Warren County, Ohio",4432.0,1878.0,476.0,650.0,752.0,306.0,3281.0,333.0,240.0,286.0,248.0,293.0,535.0,315.0,1031.0,39,165,032006
"Census Tract 320.08, Warren County, Ohio",4237.0,1710.0,543.0,804.0,363.0,182.0,3207.0,317.0,128.0,285.0,250.0,237.0,453.0,225.0,1312.0,39,165,032008
"Census Tract 320.09, Warren County, Ohio",7896.0,2935.0,1132.0,958.0,845.0,816.0,5464.0,543.0,391.0,821.0,464.0,454.0,582.0,266.0,1943.0,39,165,032009
"Census Tract 320.10, Warren County, Ohio",3206.0,1217.0,398.0,524.0,295.0,219.0,2264.0,217.0,158.0,234.0,177.0,359.0,416.0,81.0,622.0,39,165,032010
"Census Tract 320.11, Warren County, Ohio",3191.0,1449.0,429.0,339.0,681.0,232.0,2449.0,342.0,84.0,388.0,334.0,314.0,353.0,214.0,420.0,39,165,032011
"Census Tract 321, Warren County, Ohio",7445.0,2518.0,1267.0,669.0,582.0,596.0,5042.0,896.0,290.0,604.0,354.0,711.0,457.0,274.0,1456.0,39,165,032100
"Census Tract 322.02, Warren County, Ohio",5581.0,1992.0,743.0,903.0,346.0,520.0,3858.0,508.0,274.0,348.0,301.0,469.0,643.0,187.0,1128.0,39,165,032202
"Census Tract 322.03, Warren County, Ohio",7481.0,2621.0,1005.0,1132.0,484.0,661.0,4547.0,445.0,417.0,287.0,485.0,914.0,321.0,241.0,1437.0,39,165,032203
"Census Tract 322.04, Warren County, Ohio",4347.0,1366.0,727.0,561.0,78.0,285.0,3094.0,115.0,79.0,229.0,656.0,693.0,116.0,281.0,925.0,39,165,032204
"Census Tract 322.05, Warren County, Ohio",7663.0,2579.0,1041.0,1152.0,386.0,376.0,5471.0,570.0,265.0,906.0,903.0,722.0,479.0,321.0,1305.0,39,165,032205
"Census Tract 322.06, Warren County, Ohio",2449.0,721.0,309.0,251.0,161.0,244.0,1511.0,191.0,151.0,71.0,146.0,179.0,131.0,107.0,535.0,39,165,032206
"Census Tract 323, Warren County, Ohio",4900.0,1862.0,582.0,858.0,422.0,402.0,3562.0,651.0,284.0,492.0,395.0,515.0,398.0,157.0,670.0,39,165,032300
"Census Tract 324, Warren County, Ohio",5331.0,1959.0,561.0,1061.0,337.0,488.0,3748.0,578.0,291.0,380.0,350.0,538.0,525.0,285.0,801.0,39,165,032400
"Census Tract 325.01, Warren County, Ohio",3535.0,1472.0,410.0,498.0,564.0,350.0,2704.0,532.0,227.0,430.0,432.0,513.0,226.0,102.0,242.0,39,165,032501
"Census Tract 325.02, Warren County, Ohio",4536.0,2015.0,576.0,737.0,702.0,368.0,3459.0,755.0,233.0,794.0,586.0,542.0,245.0,70.0,234.0,39,165,032502
"Census Tract 201.01, Washington County, Ohio",3894.0,1899.0,346.0,638.0,915.0,308.0,3014.0,290.0,314.0,576.0,627.0,478.0,460.0,123.0,146.0,39,167,020101
"Census Tract 201.02, Washington County, Ohio",1990.0,861.0,236.0,233.0,392.0,189.0,1534.0,334.0,198.0,349.0,102.0,247.0,205.0,25.0,74.0,39,167,020102
"Census Tract 202.01, Washington County, Ohio",3240.0,1458.0,355.0,682.0,421.0,297.0,2588.0,311.0,294.0,487.0,251.0,368.0,182.0,168.0,527.0,39,167,020201
"Census Tract 202.02, Washington County, Ohio",3577.0,1364.0,342.0,679.0,343.0,268.0,2656.0,329.0,296.0,641.0,299.0,416.0,254.0,34.0,387.0,39,167,020202
"Census Tract 203, Washington County, Ohio",3722.0,1357.0,415.0,633.0,309.0,263.0,2796.0,520.0,316.0,540.0,349.0,311.0,210.0,148.0,402.0,39,167,020300
"Census Tract 204, Washington County, Ohio",2284.0,944.0,235.0,357.0,352.0,231.0,1717.0,374.0,201.0,187.0,209.0,302.0,159.0,87.0,198.0,39,167,020400
