name,formatted_address,rating,user_ratings_total,latitude,longitude
Whole Foods Market,"940 NJ-73, Marlton, NJ 08053, United States",4.3,1167,39.9080028,-74.9378
Whole Foods Market,"261 Waterman St, Providence, RI 02906, United States",4.3,812,41.8278207,-71.38613339999999
Whole Foods Market,"3000 Telegraph Ave, Berkeley, CA 94705, United States",4.1,1378,37.8556066,-122.2602487
Whole Foods Market,"2085 Diamond Blvd Ste 125, Concord, CA 94520, United States",4.3,832,37.9741051,-122.0587978
Whole Foods Market,"800 Del Monte Center, Monterey, CA 93940, United States",4.3,1005,36.5834225,-121.9003622
Whole Foods Market,"2001 Market St, San Francisco, CA 94114, United States",4.2,1543,37.7687616,-122.4270156
Whole Foods Market,"24130 Valencia Blvd, Santa Clarita, CA 91355, United States",4.3,717,34.4126364,-118.5558802
Whole Foods Market,"870 S Colorado Blvd, Glendale, CO 80246, United States",4.2,1155,39.7005315,-104.9397067
Whole Foods Market,"6853 S York St #119, Centennial, CO 80122, United States",4.2,766,39.5918115,-104.9620672
Whole Foods Market,"444 S Wadsworth Blvd, Lakewood, CO 80226, United States",4.2,1277,39.7086541,-105.0807669
Whole Foods Market,"2905 Pearl St, Boulder, CO 80301, United States",4.1,1183,40.02392700000001,-105.2559579
Whole Foods Market,"1250 S Hover St #300, Longmont, CO 80501, United States",4.2,1010,40.1454364,-105.1291408
Whole Foods Market,"7400 E Hampden Ave Unit D, Denver, CO 80231, United States",4.3,1715,39.6521655,-104.9019875
Whole Foods Market,"9366 S Colorado Blvd Ste B, Highlands Ranch, CO 80126, United States",4.2,682,39.54514289999999,-104.9421113
Whole Foods Market,"5155 S Wadsworth Blvd, Littleton, CO 80123, United States",4.2,930,39.6233538,-105.0921485
Whole Foods Market,"14357 W Colfax Ave, Golden, CO 80401, United States",4.1,792,39.7365843,-105.1615216
Whole Foods Market,"1423 N Webb Rd Ste 101, Wichita, KS 67206, United States",4.4,1257,37.7089215,-97.227764
Whole Foods Market,"695 S Broadway, Boulder, CO 80305, United States",4.3,224,39.9830976,-105.2484977
Whole Foods Market,"9136 S Yale Ave, Tulsa, OK 74137, United States",4.4,1160,36.030638,-95.9237179
Whole Foods Market,"1401 E 41st St, Tulsa, OK 74105, United States",4.4,1322,36.104878,-95.9732615
Whole Foods Market,"5805 Deerfield Blvd, Mason, OH 45040, United States",4.3,909,39.3076923,-84.31652650000001
Whole Foods Market,"1856 Hendersonville Rd, Asheville, NC 28803, United States",4.3,448,35.5012398,-82.52135539999999
Whole Foods Market,"70 Merrimon Ave, Asheville, NC 28801, United States",4.3,908,35.6020371,-82.5545224
Whole Foods Market,"41 Miller St, Winston-Salem, NC 27104, United States",4.4,1399,36.09432,-80.27382
Whole Foods Market,"2323 Wisconsin Ave NW, Washington, DC 20007, United States",3.9,375,38.9208747,-77.0717056
Whole Foods Market,"2201 I St NW, Washington, DC 20037, United States",4.1,2273,38.9008273,-77.0491667
Whole Foods Market,"11173 W Broad St, Glen Allen, VA 23060, United States",4.4,1324,37.6475665,-77.5997292
Whole Foods Market,"250 7th Ave, New York, NY 10001, United States",4.2,2840,40.7449592,-73.99529129999999
Whole Foods Market,"4315 Arden Wy, Sacramento, CA 95864, United States",4.3,1360,38.5966262,-121.3637702
Whole Foods Market,"1001 Galleria Blvd, Roseville, CA 95678, United States",4.3,1375,38.7673904,-121.2672481
Whole Foods Market,"2732 Augustine Dr Ste 1600, Santa Clara, CA 95054, United States",4.4,3166,37.3811237,-121.9757998
Whole Foods Market,"1150 Ocean Ave, San Francisco, CA 94112, United States",4.3,1326,37.7237983,-122.4545528
Whole Foods Market,"5200 Dublin Blvd, Dublin, CA 94568, United States",4.3,1252,37.7057284,-121.8897911
Whole Foods Market,"1690 S Bascom Ave, Campbell, CA 95008, United States",4.4,1458,37.2930143,-121.930574
Whole Foods Market,"150 E McKinley Ave, Sunnyvale, CA 94086, United States",4.5,1018,37.37382059999999,-122.0314767
Whole Foods Market,"450 Rhode Island St, San Francisco, CA 94107, United States",4.3,1382,37.7643326,-122.4028178
Whole Foods Market,"3251 20th Ave Suite 340, San Francisco, CA 94132, United States",4.4,434,37.7291125,-122.4763304
Whole Foods Market,"544 S 700 E, Salt Lake City, UT 84102, United States",4.2,1505,40.757911,-111.8719498
Whole Foods Market,"11900 Metcalf Ave, Overland Park, KS 66213, United States",4.3,1175,38.912473,-94.6683271
Whole Foods Market,"14615 W 119th St, Olathe, KS 66062, United States",4.4,1162,38.9114088,-94.7563777
Whole Foods Market,"1202 Broadway, Nashville, TN 37203, United States",4.4,1048,36.1565628,-86.7884368
Whole Foods Market,"316 Kentlands Blvd, Gaithersburg, MD 20878, United States",4.3,1083,39.1226007,-77.237821
Whole Foods Market,"2700 Wilson Blvd, Arlington, VA 22201, United States",4.2,1280,38.8889866,-77.0910095
Whole Foods Market,"6621-B Baltimore Ave, Riverdale Park, MD 20737, United States",4.5,2227,38.9691578,-76.93687700000001
Whole Foods Market,"11355 Woodglen Dr, Rockville, MD 20852, United States",4.3,1644,39.043174,-77.11313659999999
Whole Foods Market,"3587 Blanshard St, Victoria, BC V8Z 0B9, Canada",4.2,991,48.4567126,-123.3765561
Whole Foods Market,"1675 Robson St, Vancouver, BC V6G 1C8, Canada",4.1,1295,49.2901006,-123.1327107
Whole Foods Market,"510 W 8th Ave, Vancouver, BC V5Z 1C5, Canada",4.2,2495,49.264022,-123.1152825
Whole Foods Market,"690 Stanyan St, San Francisco, CA 94117, United States",3.9,1656,37.7694814,-122.4530419
Whole Foods Market,"1710 41st Ave, Capitola, CA 95010, United States",4.3,746,36.9743246,-121.9635747
Whole Foods Market,"777 The Alameda, San Jose, CA 95126, United States",4.5,83,37.3323494,-121.9047966
Whole Foods Market,"2201 S College Ave, Fort Collins, CO 80525, United States",4.2,2452,40.5593633,-105.0783648
Whole Foods Market,"900 E 11th Ave, Denver, CO 80218, United States",4.2,865,39.7332948,-104.9758661
Whole Foods Market,"4100 University Ave, West Des Moines, IA 50266, United States",4.3,1176,41.5979567,-93.7611187
Whole Foods Market,"SW Corner of Clayton and, 1160 Town and Country Crossing Dr, Wds Ml Plz, Town and Country, MO 63017, United States",4.5,1091,38.6221901,-90.515593
Whole Foods Market,"750 N Martingale Rd, Schaumburg, IL 60173, United States",4.4,1827,42.0424301,-88.0367672
Whole Foods Market,"1550 N Kingsbury St, Chicago, IL 60642, United States",4.5,1747,41.9086787,-87.65264119999999
Whole Foods Market,"5118 S Lake Park Ave, Chicago, IL 60615, United States",4.2,1725,41.80180319999999,-87.58808259999999
Whole Foods Market,"2607 W 75th St, Naperville, IL 60540, United States",4.3,1475,41.7489072,-88.1997473
Whole Foods Market,"4577 W Pine Blvd, St. Louis, MO 63108, United States",4.4,1800,38.6419244,-90.2615092
Whole Foods Market,"6300 Kingery Hwy, Willowbrook, IL 60527, United States",4.3,868,41.7730393,-87.94956289999999
Whole Foods Market,"500 E Ogden Ave, Hinsdale, IL 60521, United States",4.3,851,41.8175049,-87.91708539999999
Whole Foods Market,"4710 Madison Yards Way, Madison, WI 53705, United States",4.2,1332,43.0746759,-89.457967
Whole Foods Market,"320 E Market St, Indianapolis, IN 46204, United States",4.4,1364,39.7685067,-86.1515276
Whole Foods Market,"1050 Miamisburg Centerville Rd, Dayton, OH 45458, United States",4.4,1596,39.6269159,-84.19007789999999
Whole Foods Market,"1797 Hydraulic Rd, Charlottesville, VA 22901, United States",4.3,1295,38.059773,-78.4891351
Whole Foods Market,"475 Wilmington West Chester Pike, Glen Mills, PA 19342, United States",4.4,1012,39.86337899999999,-75.5428154
Whole Foods Market,"60 Waterview Blvd, Parsippany-Troy Hills, NJ 07054, United States",4.5,807,40.8750686,-74.43205259999999
Whole Foods Market,"990 Iyannough Rd, Hyannis, MA 02601, United States",4.2,600,41.6726205,-70.302036
Whole Foods Market,"2151 Mystic Valley Pkwy, Medford, MA 02155, United States",4.4,987,42.4170357,-71.1265663
Whole Foods Market,"3502 Mount Diablo Blvd, Lafayette, CA 94549, United States",4.3,573,37.8933586,-122.117205
Whole Foods Market,"201 W Napa St, Sonoma, CA 95476, United States",4.4,455,38.2913289,-122.4625333
Whole Foods Market,"1025 Gilman St, Berkeley, CA 94710, United States",4.2,1378,37.8806625,-122.2974445
Whole Foods Market,"621 E Washington St, Petaluma, CA 94952, United States",4.1,616,38.2412795,-122.6345586
Whole Foods Market,"340 3rd St, San Rafael, CA 94901, United States",4.1,696,37.97135129999999,-122.5168422
Whole Foods Market,"6910 McKinley St, Sebastopol, CA 95472, United States",4.1,415,38.4037802,-122.8239865
Whole Foods Market,"5110 Telegraph Ave, Oakland, CA 94609, United States",4.2,236,37.8376258,-122.2618548
Whole Foods Market,"3950 24th St, San Francisco, CA 94114, United States",4.0,958,37.7519697,-122.4308871
Whole Foods Market,"414 Miller Ave, Mill Valley, CA 94941, United States",4.3,300,37.8960009,-122.5363018
Whole Foods Market,"731 E Blithedale Ave, Mill Valley, CA 94941, United States",4.2,527,37.9025872,-122.526048
Whole Foods Market,"100 Sunset Dr, San Ramon, CA 94583, United States",4.3,705,37.76176239999999,-121.9612642
Whole Foods Market,"270 Palladio Pkwy, Folsom, CA 95630, United States",4.4,1422,38.6488674,-121.1181412
Whole Foods Market,"3600 Lake Tahoe Blvd, South Lake Tahoe, CA 96150, United States",4.3,629,38.9470605,-119.9589728
Whole Foods Market,"6598 N Landmark Dr, Park City, UT 84098, United States",4.2,842,40.7272836,-111.5470165
Whole Foods Market,"261 Lusher Ct, Frisco, CO 80443, United States",4.2,983,39.5887456,-106.1003496
Whole Foods Market,"303 Marshall Rd, Superior, CO 80027, United States",4.3,617,39.9566621,-105.1676102
Whole Foods Market,"6055 O St, Lincoln, NE 68510, United States",4.4,879,40.8130693,-96.6391766
Whole Foods Market,"3 W Chicago Ave, Chicago, IL 60654, United States",4.2,553,41.8965025,-87.62864789999999
Whole Foods Market,"255 E Grand Ave, Chicago, IL 60611, United States",4.4,2694,41.8911648,-87.620426
Whole Foods Market,"1300 E 86th St, Indianapolis, IN 46240, United States",4.3,1129,39.9140929,-86.137221
Whole Foods Market,"1 N Halsted St, Chicago, IL 60661, United States",4.3,1657,41.8821688,-87.6469767
Whole Foods Market,"5901 E Galbraith Rd Ste 105, Cincinnati, OH 45236, United States",4.4,438,39.2050068,-84.3741098
Whole Foods Market,"1555 W Lane Ave, Upper Arlington, OH 43221, United States",4.4,1043,40.006545,-83.05268889999999
Whole Foods Market,"3670 W Granville Rd, Columbus, OH 43235, United States",4.5,1545,40.0986537,-83.0863817
Whole Foods Market,"4100 Easton Gateway Dr, Columbus, OH 43219, United States",4.4,1906,40.0570337,-82.90956109999999
Whole Foods Market,"6426 Springfield Plaza, Springfield, VA 22150, United States",4.3,840,38.77954039999999,-77.18987489999999
Whole Foods Market,"19800 Belmont Chase Dr Suite 160, Ashburn, VA 20147, United States",4.4,1014,39.0686101,-77.48435789999999
Whole Foods Market,"471 NJ-35, Red Bank, NJ 07701, United States",4.3,726,40.3751624,-74.0874042
Whole Foods Market,"5C Sugar Hollow Rd, Danbury, CT 06810, United States",4.3,1016,41.3780029,-73.4755249
Whole Foods Market,"2285 W 4th Ave, Vancouver, BC V6K 1N9, Canada",4.1,975,49.2683884,-123.1570592
Whole Foods Market,"390 Coddingtown Mall, Santa Rosa, CA 95401, United States",4.2,1098,38.4578846,-122.7313879
Whole Foods Market,"1181 Yulupa Ave, Santa Rosa, CA 95405, United States",4.1,468,38.4423164,-122.6746286
Whole Foods Market,"790 De Long Ave, Novato, CA 94945, United States",4.3,543,38.1059406,-122.5656433
Whole Foods Market,"3682 Bel Aire Plaza, Napa, CA 94558, United States",4.3,714,38.3231349,-122.3060568
Whole Foods Market,"2941 Ygnacio Valley Rd, Walnut Creek, CA 94598, United States",4.3,767,37.9257001,-122.0159025
Whole Foods Market,"1333 Newell Ave, Walnut Creek, CA 94596, United States",4.3,897,37.892668,-122.0552461
Whole Foods Market,"10020 Regency Cir, Omaha, NE 68114, United States",4.3,1973,41.2620238,-96.0684158
Whole Foods Market,"3201 N Ashland Ave, Chicago, IL 60657, United States",4.4,1961,41.9399847,-87.668204
Whole Foods Market,"15260 LaGrange Rd, Orland Park, IL 60462, United States",4.3,925,41.6126573,-87.8550522
Whole Foods Market,"6020 N Cicero Ave, Chicago, IL 60646, United States",4.3,1445,41.9906443,-87.7486771
Whole Foods Market,"199 US-41, Schererville, IN 46375, United States",4.4,1412,41.5192379,-87.47053509999999
Whole Foods Market,"89 Danada Square E, Wheaton, IL 60189, United States",4.3,870,41.83039309999999,-88.10144749999999
Whole Foods Market,"1101 S Canal St Suite 107, Chicago, IL 60607, United States",4.4,1527,41.86862259999999,-87.6385339
Whole Foods Market,"7245 Lake St, River Forest, IL 60305, United States",4.2,1124,41.887377,-87.80626409999999
Whole Foods Market,"115 Mack Ave, Detroit, MI 48201, United States",4.3,3789,42.3484144,-83.0566403
Whole Foods Market,"4230 Grape Rd, Mishawaka, IN 46545, United States",4.4,1030,41.6990055,-86.1855858
Whole Foods Market,"50 Wall St, Orange, OH 44122, United States",4.4,1241,41.449988,-81.4850716
Whole Foods Market,"5700 Penn Ave, Pittsburgh, PA 15206, United States",4.2,758,40.4622723,-79.9286584
Whole Foods Market,"1745 W Market St, Akron, OH 44313, United States",4.3,1245,41.1109025,-81.5711335
Whole Foods Market,"13998 Cedar Rd, University Heights, OH 44118, United States",4.4,1581,41.50088969999999,-81.5368155
Whole Foods Market,"111 Siena Dr, Upper St Clair, PA 15241, United States",4.4,1271,40.34609349999999,-80.0579454
Whole Foods Market,"10576 Perry Hwy, Wexford, PA 15090, United States",4.3,1024,40.61235620000001,-80.052717
Whole Foods Market,"5269 River Rd, Bethesda, MD 20816, United States",4.0,414,38.9661986,-77.10434359999999
Whole Foods Market,"143 Maple Ave E, Vienna, VA 22180, United States",4.3,847,38.9022469,-77.2626957
Whole Foods Market,"1635 Boro Pl, McLean, VA 22102, United States",4.3,682,38.924755,-77.2334584
Whole Foods Market,"4420 Willard Ave, Chevy Chase, MD 20815, United States",4.3,698,38.9613149,-77.08675450000001
Whole Foods Market,"4530 40th St NW, Tenley Cir NW, Washington, DC 20016, United States",4.2,675,38.9490789,-77.0792007
Whole Foods Market,"101 H St SE, Washington, DC 20003, United States",4.3,875,38.880298,-77.0046873
Whole Foods Market,"967 Florida Ave NW, Washington, DC 20001, United States",4.4,522,38.9197861,-77.0246921
Whole Foods Market,"200 Harker Pl Ste 100, Annapolis, MD 21401, United States",4.4,1171,38.9820654,-76.5401474
Whole Foods Market,"929 South St, Philadelphia, PA 19147, United States",4.3,1929,39.9428511,-75.1577303
Whole Foods Market,"1575 The Fairway, Jenkintown, PA 19046, United States",4.4,1747,40.1078996,-75.1161353
Whole Foods Market,"500 Chestnut Ridge Rd, Woodcliff Lake, NJ 07677, United States",4.5,292,41.0426656,-74.0714826
Whole Foods Market,"327 Russell St, Hadley, MA 01035, United States",4.3,924,42.3530868,-72.55551249999999
Whole Foods Market,"150 Brimbal Ave, Beverly, MA 01915, United States",4.4,539,42.573404,-70.879622
Whole Foods Market,"401 S Broadway Ave, Boise, ID 83702, United States",4.3,1876,43.6075738,-116.1945405
Whole Foods Market,"1155 US-89, Jackson, WY 83001, United States",4.1,279,43.4637577,-110.7942104
Whole Foods Market,"851 N Milwaukee Ave, Vernon Hills, IL 60061, United States",4.4,730,42.241144,-87.9437432
Whole Foods Market,"6009 N Broadway, Chicago, IL 60660, United States",4.3,2024,41.9911522,-87.6598272
Whole Foods Market,"215 IL-83, Elmhurst, IL 60126, United States",4.3,1120,41.8939983,-87.9604952
Whole Foods Market,"20281 Rand Rd, Kildeer, IL 60047, United States",4.3,989,42.1592826,-88.0442047
Whole Foods Market,"3640 N Halsted St, Chicago, IL 60613, United States",4.2,1030,41.9483348,-87.6497263
Whole Foods Market,"14598 Clay Terrace Blvd, Carmel, IN 46032, United States",4.3,559,39.999211,-86.13122179999999
Whole Foods Market,"7350 Orchard Lake Rd, West Bloomfield Township, MI 48322, United States",4.2,1595,42.5293162,-83.3631611
Whole Foods Market,"5700 Penn Ave, Pittsburgh, PA 15206, United States",4.3,1296,40.4625735,-79.92880000000001
Whole Foods Market,"3737 West Chester Pike, Newtown Square, PA 19073, United States",4.4,597,39.9880239,-75.40378869999999
Whole Foods Market,"175 N Pottstown Pike, Exton, PA 19341, United States",4.4,1020,40.0302773,-75.6284362
Whole Foods Market,"821 Lancaster Ave, Wayne, PA 19087, United States",4.3,694,40.0487541,-75.4111037
Whole Foods Market,"15 E Wynnewood Rd, Wynnewood, PA 19096, United States",4.4,1861,40.0020774,-75.2755694
Whole Foods Market,"1563 Fruitville Pike, Lancaster, PA 17601, United States",4.4,1173,40.0652133,-76.3132477
Whole Foods Market,"500 W Germantown Pike, Plymouth Meeting, PA 19462, United States",4.3,1332,40.11417120000001,-75.2813635
Whole Foods Market,"1111 N Bethlehem Pike, Spring House, PA 19477, United States",4.3,841,40.1880226,-75.2276184
Whole Foods Market,"113 US-9, Marlboro, NJ 07726, United States",4.3,1036,40.3519882,-74.30952959999999
Whole Foods Market,"95 E Houston St, New York, NY 10002, United States",4.2,2960,40.7238246,-73.99231019999999
Whole Foods Market,"214 3rd St., Brooklyn, NY 11215, United States",4.4,4164,40.67489279999999,-73.98878789999999
Whole Foods Market,"1255 Raritan Rd #150, Clark, NJ 07066, United States",4.4,1748,40.6316544,-74.30406260000001
Whole Foods Market,"450 W 33rd St, New York, NY 10001, United States",4.4,952,40.7528918,-73.99973709999999
Whole Foods Market,"2101 Northern Blvd, Manhasset, NY 11030, United States",4.0,1263,40.79721139999999,-73.67056149999999
Whole Foods Market,"808 Columbus Ave, New York, NY 10025, United States",4.3,2573,40.7939667,-73.9671163
Whole Foods Market,"4 Union Square E, New York, NY 10003, United States",4.2,4736,40.7346935,-73.9912519
Whole Foods Market,"270 Greenwich St, New York, NY 10007, United States",4.4,3726,40.7155877,-74.0114521
Whole Foods Market,"100 W 125th St, New York, NY 10027, United States",4.2,4178,40.8076461,-73.9461771
Whole Foods Market,"120 New Moriches Rd, Lake Grove, NY 11755, United States",4.3,880,40.8695622,-73.1260329
Whole Foods Market,"1551 3rd Ave, New York, NY 10128, United States",4.0,2630,40.7796707,-73.9529499
Whole Foods Market,"238 Bedford Ave, Brooklyn, NY 11249, United States",4.3,2774,40.71614090000001,-73.9597096
Whole Foods Market,"5214 Sunrise Hwy, Massapequa Park, NY 11762, United States",4.4,363,40.6762303,-73.4434513
Whole Foods Market,"350 Grasmere Ave, Fairfield, CT 06824, United States",4.4,1100,41.1583602,-73.2401552
Whole Foods Market,"1425 Central Ave, Albany, NY 12205, United States",4.3,1672,42.7091449,-73.8192264
Whole Foods Market,"427 Walnut St, Lynnfield, MA 01940, United States",4.4,1083,42.5143132,-71.03208719999999
Whole Foods Market,"1600 Woodbury Ave, Portsmouth, NH 03801, United States",4.3,510,43.0891318,-70.7934372
Whole Foods Market,"353 E Broadway, Eugene, OR 97401, United States",4.1,1641,44.0503376,-123.0878329
Whole Foods Market,"4301 NE Sandy Blvd, Portland, OR 97213, United States",4.2,1202,45.53684620000001,-122.6187493
Whole Foods Market,"2905 W Main St, Bozeman, MT 59718, United States",4.0,201,45.67159119999999,-111.0786804
Whole Foods Market,"7401 France Ave S, Edina, MN 55435, United States",4.3,1187,44.8677857,-93.3280314
Whole Foods Market,"222 Hennepin Ave, Minneapolis, MN 55401, United States",4.3,2020,44.98273289999999,-93.2693518
Whole Foods Market,"2305 N Prospect Ave, Milwaukee, WI 53211, United States",4.3,1769,43.0604306,-87.883781
Whole Foods Market,"11100 W Burleigh St, Wauwatosa, WI 53222, United States",4.3,1172,43.0755363,-88.0516811
Whole Foods Market,"9600 S Western Ave, Evergreen Park, IL 60805, United States",4.4,1017,41.7177779,-87.6845802
Whole Foods Market,"990 W Eisenhower Pkwy, Ann Arbor, MI 48103, United States",4.3,1250,42.2484296,-83.7580081
Whole Foods Market,"3135 Washtenaw Ave, Ann Arbor, MI 48104, United States",4.3,1740,42.2579727,-83.69815849999999
Whole Foods Market,"155 Square One Dr, Mississauga, ON L5B 0E2, Canada",4.3,2182,43.595765,-79.6446754
Whole Foods Market,"3139 Sheridan Dr, Amherst, NY 14226, United States",4.3,2042,42.97911440000001,-78.8168738
Whole Foods Market,"19607 Detroit Rd, Rocky River, OH 44116, United States",4.4,1422,41.4787484,-81.8396406
Whole Foods Market,"735 Krocks Ct, Allentown, PA 18106, United States",4.1,17,40.56423849999999,-75.56669889999999
Whole Foods Market,"319 Chimney Rock Rd, Bound Brook, NJ 08805, United States",4.4,1215,40.5766393,-74.5621563
Whole Foods Market,"110 Washington St, Morristown, NJ 07960, United States",4.3,687,40.7992014,-74.4888691
Whole Foods Market,"222 Main St, Madison, NJ 07940, United States",4.1,652,40.7534396,-74.4053863
Whole Foods Market,"226 E 57th St, New York, NY 10022, United States",4.2,2609,40.7595913,-73.9663198
Whole Foods Market,"63 Madison Ave, New York, NY 10016, United States",4.5,658,40.7434963,-73.9855379
Whole Foods Market,"575 Boston Post Rd, Port Chester, NY 10573, United States",4.3,1135,40.9923702,-73.6754376
Whole Foods Market,"90 E Putnam Ave, Greenwich, CT 06830, United States",4.1,622,41.0331186,-73.6238635
Whole Foods Market,"110 Bloomingdale Rd, White Plains, NY 10605, United States",4.3,828,41.0285208,-73.75875309999999
Whole Foods Market,"150 Ledge Rd, Darien, CT 06820, United States",4.4,781,41.0733367,-73.4766156
Whole Foods Market,"1 Ridge Hill Boulevard, Yonkers, NY 10710, United States",4.4,1638,40.961621,-73.8565216
Whole Foods Market,"399 Post Rd W, Westport, CT 06880, United States",4.2,438,41.1280605,-73.3801367
Whole Foods Market,"905 River Rd, Edgewater, NJ 07020, United States",4.4,1539,40.8247925,-73.9740028
Whole Foods Market,"601 N Main St, Providence, RI 02904, United States",4.3,2342,41.83723930000001,-71.40832139999999
Whole Foods Market,"151 Sockanosset Cross Rd, Cranston, RI 02920, United States",4.4,1198,41.7559067,-71.4561004
Whole Foods Market,"50 Raymond Rd, West Hartford, CT 06107, United States",4.4,1701,41.7608586,-72.73899399999999
Whole Foods Market,"55 Welles St, Glastonbury, CT 06033, United States",4.5,1103,41.7148499,-72.6078172
Whole Foods Market,"340 N Main St, West Hartford, CT 06117, United States",4.3,637,41.7846872,-72.7454126
Whole Foods Market,"35 Pleasant St, South Weymouth, MA 02190, United States",4.4,830,42.1721259,-70.9535636
Whole Foods Market,"193 Boston Turnpike, Shrewsbury, MA 01545, United States",4.4,1251,42.2752614,-71.7466413
Whole Foods Market,"255 Hartford Ave, Bellingham, MA 02019, United States",4.3,618,42.1113191,-71.461568
Whole Foods Market,"121 S River Rd, Bedford, NH 03110, United States",4.4,1302,42.9543753,-71.4765168
Whole Foods Market,"9940 NE Cornell Rd, Hillsboro, OR 97124, United States",4.3,1260,45.5336706,-122.8772525
Whole Foods Market,"1210 NW Couch St, Portland, OR 97209, United States",4.1,1757,45.5235316,-122.6833332
Whole Foods Market,"2610 NE Hwy 20, Bend, OR 97701, United States",4.1,707,44.0563568,-121.2659588
Whole Foods Market,"12220 SW Scholls Ferry Rd, Tigard, OR 97223, United States",4.3,854,45.4426988,-122.8021397
Whole Foods Market,"3060 Excelsior Blvd, Minneapolis, MN 55416, United States",4.3,576,44.9477203,-93.3221851
Whole Foods Market,"1001 Plymouth Rd, Minnetonka, MN 55305, United States",4.3,817,44.9738836,-93.4453742
Whole Foods Market,"12201 Elm Creek Blvd N, Maple Grove, MN 55369, United States",4.3,964,45.0913339,-93.4358162
Whole Foods Market,"1575 Selby Ave, St Paul, MN 55104, United States",4.3,1744,44.9467313,-93.1666748
Whole Foods Market,"305 Radio Dr, Woodbury, MN 55125, United States",4.4,1230,44.9429126,-92.9300659
Whole Foods Market,"225 W Touhy Ave, Park Ridge, IL 60068, United States",4.3,1056,42.01101550000001,-87.8249633
Whole Foods Market,"1640 Chicago Ave, Evanston, IL 60201, United States",4.2,1058,42.0476678,-87.6792761
Whole Foods Market,"2748 Green Bay Rd, Evanston, IL 60201, United States",4.4,667,42.0678534,-87.7022461
Whole Foods Market,"2750 E Grand River Ave, East Lansing, MI 48823, United States",4.4,1609,42.7282705,-84.45295510000001
Whole Foods Market,"2100 E Maple Rd, Birmingham, MI 48009, United States",4.4,1994,42.5467853,-83.194205
Whole Foods Market,"2897 Radcliff Ave SE, Kentwood, MI 49512, United States",4.4,425,42.9111887,-85.5922756
Whole Foods Market,"2918 Walton Blvd., Rochester Hills, MI 48309, United States",4.3,1293,42.6822046,-83.19170749999999
Whole Foods Market,"2740 Monroe Ave, Rochester, NY 14618, United States",4.2,396,43.11390979999999,-77.5499646
Whole Foods Market,"301 Cornwall Rd, Oakville, ON L6J 7Z5, Canada",4.2,1421,43.4567161,-79.6792854
Whole Foods Market,"3997 Hwy 7, Markham, ON L3R 5M6, Canada",4.2,1804,43.8578863,-79.3223502
Whole Foods Market,"4771 Yonge St, North York, ON M2N 5M5, Canada",4.2,2183,43.7608983,-79.4103533
Whole Foods Market,"560 Valley Rd, Wayne, NJ 07470, United States",4.5,619,40.9307227,-74.2268598
Whole Foods Market,"235 Prospect Ave, West Orange, NJ 07052, United States",4.3,1887,40.8043382,-74.24890289999999
Whole Foods Market,"701 Bloomfield Ave, Montclair, NJ 07042, United States",4.1,1292,40.8184587,-74.2229766
Whole Foods Market,"44 Godwin Ave, Ridgewood, NJ 07450, United States",4.3,807,40.9784275,-74.122508
Whole Foods Market,"300 Bergen Town Center, Paramus, NJ 07652, United States",4.4,2642,40.9140564,-74.0572656
Whole Foods Market,"45 Vervalen St, Closter, NJ 07624, United States",4.4,790,40.9706989,-73.9563433
Whole Foods Market,"1400 Waterfront Terrace, Weehawken, NJ 07086, United States",4.3,886,40.7620444,-74.0229073
Whole Foods Market,"135 Greene St, Jersey City, NJ 07311, United States",4.1,465,40.7180058,-74.0369377
Whole Foods Market,"20 The Crossing, Chappaqua, NY 10514, United States",4.4,497,41.1779544,-73.7547077
Whole Foods Market,"50 Climax Rd, Avon, CT 06001, United States",4.5,386,41.8119131,-72.838319
Whole Foods Market,"800 Evergreen Way, South Windsor, CT 06074, United States",4.3,96,41.8154614,-72.5551428
Whole Foods Market,"647 Washington St, Newton, MA 02458, United States",4.3,1024,42.3541087,-71.2000849
Whole Foods Market,"442 Washington St, Wellesley, MA 02482, United States",4.3,568,42.3023116,-71.2857567
Whole Foods Market,"94 Derby St, Hingham, MA 02043, United States",4.3,618,42.1787961,-70.9077738
Whole Foods Market,"300 Legacy Pl, Dedham, MA 02026, United States",4.4,1274,42.2328164,-71.17808529999999
Whole Foods Market,"348 Harrison Ave, Boston, MA 02118, United States",4.4,1938,42.345449,-71.0627816
Whole Foods Market,"15 Westland Ave, Boston, MA 02115, United States",4.3,1257,42.3438346,-71.0873245
Whole Foods Market,"340 River St, Cambridge, MA 02139, United States",4.3,1129,42.36100709999999,-71.1139362
Whole Foods Market,"181 Cambridge St, Boston, MA 02114, United States",4.3,1219,42.3620381,-71.0655752
Whole Foods Market,"115 Prospect St, Cambridge, MA 02139, United States",4.1,864,42.3679872,-71.10228839999999
Whole Foods Market,"15 Washington St, Brighton, MA 02135, United States",4.2,1210,42.3427052,-71.1405568
Whole Foods Market,"27 Austin St, Charlestown, MA 02129, United States",4.3,1016,42.3755828,-71.06614809999999
Whole Foods Market,"575 Worcester Rd, Framingham, MA 01701, United States",4.3,1207,42.2985158,-71.42093799999999
Whole Foods Market,"45 Beacon St, Somerville, MA 02143, United States",4.3,765,42.37602030000001,-71.10293419999999
Whole Foods Market,"880 Main St, Melrose, MA 02176, United States",4.3,863,42.4646967,-71.0626837
Whole Foods Market,"40 Railroad St, Andover, MA 01810, United States",4.2,991,42.660895,-71.1445731
