B01003_001E,NAME,state,county,tract
4704,"Census Tract 307, Putnam County, Ohio",39,137,030700
2230,"Census Tract 4, Richland County, Ohio",39,139,000400
3305,"Census Tract 5, Richland County, Ohio",39,139,000500
2928,"Census Tract 6, Richland County, Ohio",39,139,000600
2979,"Census Tract 7, Richland County, Ohio",39,139,000700
2618,"Census Tract 8, Richland County, Ohio",39,139,000800
4389,"Census Tract 9, Richland County, Ohio",39,139,000900
6079,"Census Tract 10, Richland County, Ohio",39,139,001000
2557,"Census Tract 11, Richland County, Ohio",39,139,001100
3868,"Census Tract 12, Richland County, Ohio",39,139,001200
3290,"Census Tract 13, Richland County, Ohio",39,139,001300
2161,"Census Tract 14, Richland County, Ohio",39,139,001400
1872,"Census Tract 15, Richland County, Ohio",39,139,001500
1588,"Census Tract 16, Richland County, Ohio",39,139,001600
5077,"Census Tract 17, Richland County, Ohio",39,139,001700
3721,"Census Tract 18, Richland County, Ohio",39,139,001800
6065,"Census Tract 19, Richland County, Ohio",39,139,001900
5115,"Census Tract 20, Richland County, Ohio",39,139,002000
4944,"Census Tract 21.01, Richland County, Ohio",39,139,002101
2617,"Census Tract 9523, Columbiana County, Ohio",39,029,952300
4164,"Census Tract 9524, Columbiana County, Ohio",39,029,952400
5031,"Census Tract 9609, Coshocton County, Ohio",39,031,960900
4675,"Census Tract 9610, Coshocton County, Ohio",39,031,961000
4489,"Census Tract 9611, Coshocton County, Ohio",39,031,961100
3195,"Census Tract 9612, Coshocton County, Ohio",39,031,961200
3612,"Census Tract 9613, Coshocton County, Ohio",39,031,961300
2856,"Census Tract 9614, Coshocton County, Ohio",39,031,961400
2569,"Census Tract 9615, Coshocton County, Ohio",39,031,961500
2621,"Census Tract 9616, Coshocton County, Ohio",39,031,961600
2768,"Census Tract 9617, Coshocton County, Ohio",39,031,961700
4742,"Census Tract 9618, Coshocton County, Ohio",39,031,961800
3520,"Census Tract 9741, Crawford County, Ohio",39,033,974100
3701,"Census Tract 9742, Crawford County, Ohio",39,033,974200
3030,"Census Tract 9743, Crawford County, Ohio",39,033,974300
2991,"Census Tract 9744, Crawford County, Ohio",39,033,974400
3905,"Census Tract 9745, Crawford County, Ohio",39,033,974500
2836,"Census Tract 9746, Crawford County, Ohio",39,033,974600
4095,"Census Tract 9747, Crawford County, Ohio",39,033,974700
2175,"Census Tract 9748, Crawford County, Ohio",39,033,974800
3021,"Census Tract 9749, Crawford County, Ohio",39,033,974900
3790,"Census Tract 9750, Crawford County, Ohio",39,033,975000
3048,"Census Tract 9751, Crawford County, Ohio",39,033,975100
2315,"Census Tract 9752, Crawford County, Ohio",39,033,975200
3176,"Census Tract 9753, Crawford County, Ohio",39,033,975300
2260,"Census Tract 1011.01, Cuyahoga County, Ohio",39,035,101101
4540,"Census Tract 1011.02, Cuyahoga County, Ohio",39,035,101102
2771,"Census Tract 1012.01, Cuyahoga County, Ohio",39,035,101201
1798,"Census Tract 1013, Cuyahoga County, Ohio",39,035,101300
1982,"Census Tract 1014, Cuyahoga County, Ohio",39,035,101400
2026,"Census Tract 1015.01, Cuyahoga County, Ohio",39,035,101501
2784,"Census Tract 1016.03, Cuyahoga County, Ohio",39,035,101603
2647,"Census Tract 1017, Cuyahoga County, Ohio",39,035,101700
2870,"Census Tract 1018, Cuyahoga County, Ohio",39,035,101800
1395,"Census Tract 1019.01, Cuyahoga County, Ohio",39,035,101901
3342,"Census Tract 1021.01, Cuyahoga County, Ohio",39,035,102101
2721,"Census Tract 1021.02, Cuyahoga County, Ohio",39,035,102102
3131,"Census Tract 1022, Cuyahoga County, Ohio",39,035,102200
1925,"Census Tract 1023, Cuyahoga County, Ohio",39,035,102300
2158,"Census Tract 1024.01, Cuyahoga County, Ohio",39,035,102401
3442,"Census Tract 1024.02, Cuyahoga County, Ohio",39,035,102402
3669,"Census Tract 1027, Cuyahoga County, Ohio",39,035,102700
1787,"Census Tract 1028, Cuyahoga County, Ohio",39,035,102800
1817,"Census Tract 1029, Cuyahoga County, Ohio",39,035,102900
2576,"Census Tract 1033, Cuyahoga County, Ohio",39,035,103300
1463,"Census Tract 1035, Cuyahoga County, Ohio",39,035,103500
4207,"Census Tract 73.06, Franklin County, Ohio",39,049,007306
2474,"Census Tract 73.94, Franklin County, Ohio",39,049,007394
3416,"Census Tract 73.97, Franklin County, Ohio",39,049,007397
7724,"Census Tract 73.98, Franklin County, Ohio",39,049,007398
6214,"Census Tract 74.24, Franklin County, Ohio",39,049,007424
2603,"Census Tract 74.25, Franklin County, Ohio",39,049,007425
3674,"Census Tract 74.26, Franklin County, Ohio",39,049,007426
6166,"Census Tract 74.27, Franklin County, Ohio",39,049,007427
5689,"Census Tract 74.92, Franklin County, Ohio",39,049,007492
4365,"Census Tract 74.94, Franklin County, Ohio",39,049,007494
1756,"Census Tract 75.11, Franklin County, Ohio",39,049,007511
4428,"Census Tract 75.12, Franklin County, Ohio",39,049,007512
2654,"Census Tract 75.20, Franklin County, Ohio",39,049,007520
3054,"Census Tract 75.31, Franklin County, Ohio",39,049,007531
2991,"Census Tract 75.32, Franklin County, Ohio",39,049,007532
2112,"Census Tract 75.33, Franklin County, Ohio",39,049,007533
4185,"Census Tract 75.34, Franklin County, Ohio",39,049,007534
2953,"Census Tract 75.50, Franklin County, Ohio",39,049,007550
4845,"Census Tract 75.52, Franklin County, Ohio",39,049,007552
6904,"Census Tract 75.53, Franklin County, Ohio",39,049,007553
4647,"Census Tract 77.10, Franklin County, Ohio",39,049,007710
6743,"Census Tract 77.21, Franklin County, Ohio",39,049,007721
4318,"Census Tract 77.22, Franklin County, Ohio",39,049,007722
2985,"Census Tract 77.30, Franklin County, Ohio",39,049,007730
1662,"Census Tract 77.40, Franklin County, Ohio",39,049,007740
4217,"Census Tract 78.11, Franklin County, Ohio",39,049,007811
5401,"Census Tract 78.12, Franklin County, Ohio",39,049,007812
3603,"Census Tract 78.20, Franklin County, Ohio",39,049,007820
3152,"Census Tract 78.30, Franklin County, Ohio",39,049,007830
6602,"Census Tract 79.22, Franklin County, Ohio",39,049,007922
4815,"Census Tract 79.31, Franklin County, Ohio",39,049,007931
2880,"Census Tract 79.41, Franklin County, Ohio",39,049,007941
3003,"Census Tract 79.55, Franklin County, Ohio",39,049,007955
4628,"Census Tract 79.56, Franklin County, Ohio",39,049,007956
5510,"Census Tract 79.57, Franklin County, Ohio",39,049,007957
3565,"Census Tract 79.58, Franklin County, Ohio",39,049,007958
2068,"Census Tract 79.59, Franklin County, Ohio",39,049,007959
5027,"Census Tract 73.05, Franklin County, Ohio",39,049,007305
4874,"Census Tract 79.60, Franklin County, Ohio",39,049,007960
4552,"Census Tract 79.61, Franklin County, Ohio",39,049,007961
6265,"Census Tract 79.62, Franklin County, Ohio",39,049,007962
3535,"Census Tract 79.63, Franklin County, Ohio",39,049,007963
6139,"Census Tract 79.64, Franklin County, Ohio",39,049,007964
3539,"Census Tract 79.65, Franklin County, Ohio",39,049,007965
5113,"Census Tract 79.66, Franklin County, Ohio",39,049,007966
2261,"Census Tract 80.01, Franklin County, Ohio",39,049,008001
2850,"Census Tract 222, Lorain County, Ohio",39,093,022200
3714,"Census Tract 224, Lorain County, Ohio",39,093,022400
1748,"Census Tract 225, Lorain County, Ohio",39,093,022500
2581,"Census Tract 226.01, Lorain County, Ohio",39,093,022601
4481,"Census Tract 228, Lorain County, Ohio",39,093,022800
4637,"Census Tract 230, Lorain County, Ohio",39,093,023000
3816,"Census Tract 231, Lorain County, Ohio",39,093,023100
3383,"Census Tract 232, Lorain County, Ohio",39,093,023200
2553,"Census Tract 233, Lorain County, Ohio",39,093,023300
1838,"Census Tract 234, Lorain County, Ohio",39,093,023400
2104,"Census Tract 235, Lorain County, Ohio",39,093,023500
2687,"Census Tract 236, Lorain County, Ohio",39,093,023600
1496,"Census Tract 239, Lorain County, Ohio",39,093,023900
1858,"Census Tract 240, Lorain County, Ohio",39,093,024000
2892,"Census Tract 241, Lorain County, Ohio",39,093,024100
5483,"Census Tract 242, Lorain County, Ohio",39,093,024200
4299,"Census Tract 281, Lorain County, Ohio",39,093,028100
2786,"Census Tract 301.01, Lorain County, Ohio",39,093,030101
3840,"Census Tract 301.02, Lorain County, Ohio",39,093,030102
3011,"Census Tract 501, Lorain County, Ohio",39,093,050100
3696,"Census Tract 502, Lorain County, Ohio",39,093,050200
4837,"Census Tract 503.01, Lorain County, Ohio",39,093,050301
3056,"Census Tract 503.02, Lorain County, Ohio",39,093,050302
2373,"Census Tract 504, Lorain County, Ohio",39,093,050400
4106,"Census Tract 571, Lorain County, Ohio",39,093,057100
3775,"Census Tract 601, Lorain County, Ohio",39,093,060100
5231,"Census Tract 602, Lorain County, Ohio",39,093,060200
3888,"Census Tract 701.01, Lorain County, Ohio",39,093,070101
4842,"Census Tract 701.02, Lorain County, Ohio",39,093,070102
1990,"Census Tract 702, Lorain County, Ohio",39,093,070200
3121,"Census Tract 703, Lorain County, Ohio",39,093,070300
5005,"Census Tract 704, Lorain County, Ohio",39,093,070400
2941,"Census Tract 705, Lorain County, Ohio",39,093,070500
5022,"Census Tract 706, Lorain County, Ohio",39,093,070600
2484,"Census Tract 707, Lorain County, Ohio",39,093,070700
2216,"Census Tract 709.01, Lorain County, Ohio",39,093,070901
3607,"Census Tract 709.02, Lorain County, Ohio",39,093,070902
4559,"Census Tract 711, Lorain County, Ohio",39,093,071100
3970,"Census Tract 712.01, Lorain County, Ohio",39,093,071201
3877,"Census Tract 712.02, Lorain County, Ohio",39,093,071202
4328,"Census Tract 713, Lorain County, Ohio",39,093,071300
3509,"Census Tract 714, Lorain County, Ohio",39,093,071400
2182,"Census Tract 715, Lorain County, Ohio",39,093,071500
3484,"Census Tract 771, Lorain County, Ohio",39,093,077100
2332,"Census Tract 801.01, Lorain County, Ohio",39,093,080101
4537,"Census Tract 801.03, Lorain County, Ohio",39,093,080103
3384,"Census Tract 801.04, Lorain County, Ohio",39,093,080104
6825,"Census Tract 22, Richland County, Ohio",39,139,002200
6255,"Census Tract 23, Richland County, Ohio",39,139,002300
5565,"Census Tract 24, Richland County, Ohio",39,139,002400
4435,"Census Tract 25, Richland County, Ohio",39,139,002500
4419,"Census Tract 26, Richland County, Ohio",39,139,002600
5402,"Census Tract 27, Richland County, Ohio",39,139,002700
3244,"Census Tract 28, Richland County, Ohio",39,139,002800
4171,"Census Tract 29, Richland County, Ohio",39,139,002900
5403,"Census Tract 30.01, Richland County, Ohio",39,139,003001
3536,"Census Tract 30.02, Richland County, Ohio",39,139,003002
2255,"Census Tract 31, Richland County, Ohio",39,139,003100
6239,"Census Tract 9555, Ross County, Ohio",39,141,955500
4369,"Census Tract 9556.03, Ross County, Ohio",39,141,955603
6896,"Census Tract 9556.04, Ross County, Ohio",39,141,955604
5008,"Census Tract 9557, Ross County, Ohio",39,141,955700
4214,"Census Tract 9558.01, Ross County, Ohio",39,141,955801
3811,"Census Tract 9558.02, Ross County, Ohio",39,141,955802
4626,"Census Tract 9559, Ross County, Ohio",39,141,955900
6240,"Census Tract 9560, Ross County, Ohio",39,141,956000
3150,"Census Tract 9561, Ross County, Ohio",39,141,956100
1942,"Census Tract 9562, Ross County, Ohio",39,141,956200
3106,"Census Tract 9563, Ross County, Ohio",39,141,956300
2952,"Census Tract 9564, Ross County, Ohio",39,141,956400
3458,"Census Tract 9565, Ross County, Ohio",39,141,956500
4758,"Census Tract 9566, Ross County, Ohio",39,141,956600
5086,"Census Tract 9567, Ross County, Ohio",39,141,956700
6417,"Census Tract 9568, Ross County, Ohio",39,141,956800
4544,"Census Tract 9569, Ross County, Ohio",39,141,956900
3567,"Census Tract 9608, Sandusky County, Ohio",39,143,960800
2817,"Census Tract 9609, Sandusky County, Ohio",39,143,960900
3936,"Census Tract 9610, Sandusky County, Ohio",39,143,961000
4076,"Census Tract 9611, Sandusky County, Ohio",39,143,961100
3748,"Census Tract 9612, Sandusky County, Ohio",39,143,961200
4151,"Census Tract 9613, Sandusky County, Ohio",39,143,961300
2887,"Census Tract 9614, Sandusky County, Ohio",39,143,961400
3959,"Census Tract 9615, Sandusky County, Ohio",39,143,961500
4747,"Census Tract 21.02, Richland County, Ohio",39,139,002102
3306,"Census Tract 9616, Sandusky County, Ohio",39,143,961600
3005,"Census Tract 9617, Sandusky County, Ohio",39,143,961700
4423,"Census Tract 9618, Sandusky County, Ohio",39,143,961800
3413,"Census Tract 9619, Sandusky County, Ohio",39,143,961900
6307,"Census Tract 9620, Sandusky County, Ohio",39,143,962000
4937,"Census Tract 9621, Sandusky County, Ohio",39,143,962100
4269,"Census Tract 9622, Sandusky County, Ohio",39,143,962200
4995,"Census Tract 21, Scioto County, Ohio",39,145,002100
4583,"Census Tract 22, Scioto County, Ohio",39,145,002200
4447,"Census Tract 23, Scioto County, Ohio",39,145,002300
1567,"Census Tract 1038, Cuyahoga County, Ohio",39,035,103800
1157,"Census Tract 1044, Cuyahoga County, Ohio",39,035,104400
1637,"Census Tract 1048, Cuyahoga County, Ohio",39,035,104800
4276,"Census Tract 1051, Cuyahoga County, Ohio",39,035,105100
3332,"Census Tract 1053, Cuyahoga County, Ohio",39,035,105300
3195,"Census Tract 1054, Cuyahoga County, Ohio",39,035,105400
2154,"Census Tract 1055, Cuyahoga County, Ohio",39,035,105500
2630,"Census Tract 1056.02, Cuyahoga County, Ohio",39,035,105602
4004,"Census Tract 1057, Cuyahoga County, Ohio",39,035,105700
3084,"Census Tract 1059, Cuyahoga County, Ohio",39,035,105900
3701,"Census Tract 1061, Cuyahoga County, Ohio",39,035,106100
4063,"Census Tract 1062, Cuyahoga County, Ohio",39,035,106200
2615,"Census Tract 1065, Cuyahoga County, Ohio",39,035,106500
3218,"Census Tract 1066, Cuyahoga County, Ohio",39,035,106600
3153,"Census Tract 1068, Cuyahoga County, Ohio",39,035,106800
3561,"Census Tract 1069, Cuyahoga County, Ohio",39,035,106900
1575,"Census Tract 1070, Cuyahoga County, Ohio",39,035,107000
4373,"Census Tract 1071.01, Cuyahoga County, Ohio",39,035,107101
3449,"Census Tract 1077.01, Cuyahoga County, Ohio",39,035,107701
3855,"Census Tract 1078.02, Cuyahoga County, Ohio",39,035,107802
1596,"Census Tract 1082.01, Cuyahoga County, Ohio",39,035,108201
1461,"Census Tract 1083.01, Cuyahoga County, Ohio",39,035,108301
1336,"Census Tract 1084, Cuyahoga County, Ohio",39,035,108400
4749,"Census Tract 1087.01, Cuyahoga County, Ohio",39,035,108701
1487,"Census Tract 1093.01, Cuyahoga County, Ohio",39,035,109301
2585,"Census Tract 1097.01, Cuyahoga County, Ohio",39,035,109701
2454,"Census Tract 1098.01, Cuyahoga County, Ohio",39,035,109801
2825,"Census Tract 1109.01, Cuyahoga County, Ohio",39,035,110901
1032,"Census Tract 1112.02, Cuyahoga County, Ohio",39,035,111202
1307,"Census Tract 1114.01, Cuyahoga County, Ohio",39,035,111401
1256,"Census Tract 1117, Cuyahoga County, Ohio",39,035,111700
1392,"Census Tract 1121, Cuyahoga County, Ohio",39,035,112100
1235,"Census Tract 1122, Cuyahoga County, Ohio",39,035,112200
1522,"Census Tract 1123.01, Cuyahoga County, Ohio",39,035,112301
692,"Census Tract 1145.01, Cuyahoga County, Ohio",39,035,114501
1121,"Census Tract 1146, Cuyahoga County, Ohio",39,035,114600
3402,"Census Tract 1036.02, Cuyahoga County, Ohio",39,035,103602
2196,"Census Tract 1148, Cuyahoga County, Ohio",39,035,114800
2226,"Census Tract 1154, Cuyahoga County, Ohio",39,035,115400
1455,"Census Tract 1157, Cuyahoga County, Ohio",39,035,115700
2962,"Census Tract 1158, Cuyahoga County, Ohio",39,035,115800
2962,"Census Tract 1159, Cuyahoga County, Ohio",39,035,115900
1247,"Census Tract 1163, Cuyahoga County, Ohio",39,035,116300
2233,"Census Tract 1164, Cuyahoga County, Ohio",39,035,116400
2422,"Census Tract 1165, Cuyahoga County, Ohio",39,035,116500
1970,"Census Tract 1166, Cuyahoga County, Ohio",39,035,116600
3232,"Census Tract 80.02, Franklin County, Ohio",39,049,008002
4147,"Census Tract 81.10, Franklin County, Ohio",39,049,008110
3984,"Census Tract 81.20, Franklin County, Ohio",39,049,008120
7041,"Census Tract 81.32, Franklin County, Ohio",39,049,008132
3623,"Census Tract 81.63, Franklin County, Ohio",39,049,008163
4821,"Census Tract 81.64, Franklin County, Ohio",39,049,008164
1945,"Census Tract 81.65, Franklin County, Ohio",39,049,008165
5225,"Census Tract 81.66, Franklin County, Ohio",39,049,008166
3663,"Census Tract 81.67, Franklin County, Ohio",39,049,008167
3727,"Census Tract 81.68, Franklin County, Ohio",39,049,008168
4166,"Census Tract 81.69, Franklin County, Ohio",39,049,008169
4733,"Census Tract 81.70, Franklin County, Ohio",39,049,008170
3196,"Census Tract 81.71, Franklin County, Ohio",39,049,008171
4984,"Census Tract 81.72, Franklin County, Ohio",39,049,008172
2368,"Census Tract 82.10, Franklin County, Ohio",39,049,008210
2346,"Census Tract 82.30, Franklin County, Ohio",39,049,008230
2575,"Census Tract 82.41, Franklin County, Ohio",39,049,008241
5749,"Census Tract 82.42, Franklin County, Ohio",39,049,008242
3926,"Census Tract 83.11, Franklin County, Ohio",39,049,008311
4556,"Census Tract 83.12, Franklin County, Ohio",39,049,008312
3190,"Census Tract 83.21, Franklin County, Ohio",39,049,008321
4448,"Census Tract 83.22, Franklin County, Ohio",39,049,008322
1439,"Census Tract 83.30, Franklin County, Ohio",39,049,008330
5757,"Census Tract 83.40, Franklin County, Ohio",39,049,008340
7513,"Census Tract 83.50, Franklin County, Ohio",39,049,008350
6821,"Census Tract 83.60, Franklin County, Ohio",39,049,008360
6048,"Census Tract 83.80, Franklin County, Ohio",39,049,008380
4879,"Census Tract 83.81, Franklin County, Ohio",39,049,008381
3064,"Census Tract 83.82, Franklin County, Ohio",39,049,008382
4017,"Census Tract 84, Franklin County, Ohio",39,049,008400
5074,"Census Tract 85, Franklin County, Ohio",39,049,008500
2297,"Census Tract 87.10, Franklin County, Ohio",39,049,008710
3504,"Census Tract 87.20, Franklin County, Ohio",39,049,008720
1939,"Census Tract 87.30, Franklin County, Ohio",39,049,008730
1757,"Census Tract 88.11, Franklin County, Ohio",39,049,008811
3016,"Census Tract 88.12, Franklin County, Ohio",39,049,008812
2324,"Census Tract 88.13, Franklin County, Ohio",39,049,008813
2351,"Census Tract 88.21, Franklin County, Ohio",39,049,008821
4467,"Census Tract 88.22, Franklin County, Ohio",39,049,008822
7188,"Census Tract 88.25, Franklin County, Ohio",39,049,008825
5399,"Census Tract 89, Franklin County, Ohio",39,049,008900
3583,"Census Tract 90, Franklin County, Ohio",39,049,009000
4823,"Census Tract 91, Franklin County, Ohio",39,049,009100
2327,"Census Tract 92.20, Franklin County, Ohio",39,049,009220
4223,"Census Tract 92.30, Franklin County, Ohio",39,049,009230
2205,"Census Tract 92.40, Franklin County, Ohio",39,049,009240
5432,"Census Tract 806, Lorain County, Ohio",39,093,080600
5026,"Census Tract 807.01, Lorain County, Ohio",39,093,080701
5625,"Census Tract 807.02, Lorain County, Ohio",39,093,080702
3787,"Census Tract 901, Lorain County, Ohio",39,093,090100
3622,"Census Tract 902, Lorain County, Ohio",39,093,090200
3477,"Census Tract 911, Lorain County, Ohio",39,093,091100
3960,"Census Tract 912, Lorain County, Ohio",39,093,091200
2378,"Census Tract 921, Lorain County, Ohio",39,093,092100
3188,"Census Tract 931, Lorain County, Ohio",39,093,093100
5313,"Census Tract 941.01, Lorain County, Ohio",39,093,094101
3094,"Census Tract 941.02, Lorain County, Ohio",39,093,094102
8045,"Census Tract 951, Lorain County, Ohio",39,093,095100
6309,"Census Tract 961, Lorain County, Ohio",39,093,096100
3076,"Census Tract 971, Lorain County, Ohio",39,093,097100
3696,"Census Tract 972.01, Lorain County, Ohio",39,093,097201
5075,"Census Tract 972.02, Lorain County, Ohio",39,093,097202
2616,"Census Tract 973, Lorain County, Ohio",39,093,097300
5604,"Census Tract 974.01, Lorain County, Ohio",39,093,097401
5366,"Census Tract 974.02, Lorain County, Ohio",39,093,097402
5880,"Census Tract 975, Lorain County, Ohio",39,093,097500
3021,"Census Tract 976, Lorain County, Ohio",39,093,097600
0,"Census Tract 9902, Lorain County, Ohio",39,093,990200
2741,"Census Tract 2.01, Lucas County, Ohio",39,095,000201
1995,"Census Tract 2.02, Lucas County, Ohio",39,095,000202
1913,"Census Tract 3.01, Lucas County, Ohio",39,095,000301
2910,"Census Tract 3.02, Lucas County, Ohio",39,095,000302
4142,"Census Tract 4, Lucas County, Ohio",39,095,000400
3460,"Census Tract 6.01, Lucas County, Ohio",39,095,000601
851,"Census Tract 6.02, Lucas County, Ohio",39,095,000602
1523,"Census Tract 7.01, Lucas County, Ohio",39,095,000701
2174,"Census Tract 7.02, Lucas County, Ohio",39,095,000702
744,"Census Tract 7.03, Lucas County, Ohio",39,095,000703
1294,"Census Tract 8, Lucas County, Ohio",39,095,000800
1897,"Census Tract 9, Lucas County, Ohio",39,095,000900
1558,"Census Tract 10.01, Lucas County, Ohio",39,095,001001
2571,"Census Tract 10.02, Lucas County, Ohio",39,095,001002
2023,"Census Tract 11, Lucas County, Ohio",39,095,001100
7625,"Census Tract 805, Lorain County, Ohio",39,093,080500
2166,"Census Tract 12.01, Lucas County, Ohio",39,095,001201
2856,"Census Tract 12.02, Lucas County, Ohio",39,095,001202
2785,"Census Tract 13.01, Lucas County, Ohio",39,095,001301
1974,"Census Tract 13.02, Lucas County, Ohio",39,095,001302
3512,"Census Tract 13.03, Lucas County, Ohio",39,095,001303
1414,"Census Tract 14, Lucas County, Ohio",39,095,001400
1221,"Census Tract 15, Lucas County, Ohio",39,095,001500
1404,"Census Tract 16.01, Lucas County, Ohio",39,095,001601
1404,"Census Tract 16.02, Lucas County, Ohio",39,095,001602
5578,"Census Tract 24, Scioto County, Ohio",39,145,002400
2262,"Census Tract 25, Scioto County, Ohio",39,145,002500
3929,"Census Tract 26, Scioto County, Ohio",39,145,002600
4425,"Census Tract 27, Scioto County, Ohio",39,145,002700
4763,"Census Tract 28, Scioto County, Ohio",39,145,002800
3911,"Census Tract 29.01, Scioto County, Ohio",39,145,002901
2128,"Census Tract 29.02, Scioto County, Ohio",39,145,002902
4136,"Census Tract 30, Scioto County, Ohio",39,145,003000
3180,"Census Tract 31, Scioto County, Ohio",39,145,003100
1574,"Census Tract 32, Scioto County, Ohio",39,145,003200
2307,"Census Tract 33, Scioto County, Ohio",39,145,003300
3793,"Census Tract 34, Scioto County, Ohio",39,145,003400
2647,"Census Tract 35, Scioto County, Ohio",39,145,003500
2320,"Census Tract 36, Scioto County, Ohio",39,145,003600
3261,"Census Tract 37, Scioto County, Ohio",39,145,003700
4562,"Census Tract 38, Scioto County, Ohio",39,145,003800
2672,"Census Tract 39, Scioto County, Ohio",39,145,003900
3968,"Census Tract 40, Scioto County, Ohio",39,145,004000
3775,"Census Tract 9625, Seneca County, Ohio",39,147,962500
3864,"Census Tract 9626, Seneca County, Ohio",39,147,962600
3373,"Census Tract 9627, Seneca County, Ohio",39,147,962700
3417,"Census Tract 9628, Seneca County, Ohio",39,147,962800
4137,"Census Tract 9629, Seneca County, Ohio",39,147,962900
3480,"Census Tract 9630, Seneca County, Ohio",39,147,963000
4306,"Census Tract 9631, Seneca County, Ohio",39,147,963100
3941,"Census Tract 9632, Seneca County, Ohio",39,147,963200
3954,"Census Tract 9633, Seneca County, Ohio",39,147,963300
4190,"Census Tract 9634, Seneca County, Ohio",39,147,963400
3629,"Census Tract 9635, Seneca County, Ohio",39,147,963500
4353,"Census Tract 9636, Seneca County, Ohio",39,147,963600
5085,"Census Tract 9637, Seneca County, Ohio",39,147,963700
3747,"Census Tract 9638, Seneca County, Ohio",39,147,963800
4314,"Census Tract 9714, Shelby County, Ohio",39,149,971400
5135,"Census Tract 9715, Shelby County, Ohio",39,149,971500
5412,"Census Tract 9716, Shelby County, Ohio",39,149,971600
4575,"Census Tract 9717, Shelby County, Ohio",39,149,971700
5450,"Census Tract 9718, Shelby County, Ohio",39,149,971800
4148,"Census Tract 9719, Shelby County, Ohio",39,149,971900
3734,"Census Tract 9720, Shelby County, Ohio",39,149,972000
5705,"Census Tract 9721, Shelby County, Ohio",39,149,972100
5056,"Census Tract 9722, Shelby County, Ohio",39,149,972200
5081,"Census Tract 9723, Shelby County, Ohio",39,149,972300
1289,"Census Tract 7001, Stark County, Ohio",39,151,700100
6173,"Census Tract 7002, Stark County, Ohio",39,151,700200
2845,"Census Tract 7003, Stark County, Ohio",39,151,700300
5047,"Census Tract 7004, Stark County, Ohio",39,151,700400
2624,"Census Tract 7005, Stark County, Ohio",39,151,700500
3473,"Census Tract 7006, Stark County, Ohio",39,151,700600
2216,"Census Tract 1168, Cuyahoga County, Ohio",39,035,116800
1318,"Census Tract 1169, Cuyahoga County, Ohio",39,035,116900
2284,"Census Tract 1171.01, Cuyahoga County, Ohio",39,035,117101
922,"Census Tract 1171.02, Cuyahoga County, Ohio",39,035,117102
2927,"Census Tract 1172.01, Cuyahoga County, Ohio",39,035,117201
1668,"Census Tract 1172.03, Cuyahoga County, Ohio",39,035,117203
2453,"Census Tract 1173, Cuyahoga County, Ohio",39,035,117300
1470,"Census Tract 1174, Cuyahoga County, Ohio",39,035,117400
2520,"Census Tract 1175, Cuyahoga County, Ohio",39,035,117500
3452,"Census Tract 1176, Cuyahoga County, Ohio",39,035,117600
5864,"Census Tract 1177, Cuyahoga County, Ohio",39,035,117700
2353,"Census Tract 1178, Cuyahoga County, Ohio",39,035,117800
2585,"Census Tract 1179, Cuyahoga County, Ohio",39,035,117900
1809,"Census Tract 1181.01, Cuyahoga County, Ohio",39,035,118101
2015,"Census Tract 1182, Cuyahoga County, Ohio",39,035,118200
2589,"Census Tract 1183.01, Cuyahoga County, Ohio",39,035,118301
1828,"Census Tract 1186.02, Cuyahoga County, Ohio",39,035,118602
2657,"Census Tract 1188, Cuyahoga County, Ohio",39,035,118800
1231,"Census Tract 1189, Cuyahoga County, Ohio",39,035,118900
2796,"Census Tract 1194.01, Cuyahoga County, Ohio",39,035,119401
1393,"Census Tract 1194.02, Cuyahoga County, Ohio",39,035,119402
2274,"Census Tract 1195.01, Cuyahoga County, Ohio",39,035,119501
1797,"Census Tract 1195.02, Cuyahoga County, Ohio",39,035,119502
1785,"Census Tract 1196, Cuyahoga County, Ohio",39,035,119600
2411,"Census Tract 1197.01, Cuyahoga County, Ohio",39,035,119701
1307,"Census Tract 1197.02, Cuyahoga County, Ohio",39,035,119702
3209,"Census Tract 1198, Cuyahoga County, Ohio",39,035,119800
1558,"Census Tract 1199, Cuyahoga County, Ohio",39,035,119900
1386,"Census Tract 1202, Cuyahoga County, Ohio",39,035,120200
1979,"Census Tract 1204, Cuyahoga County, Ohio",39,035,120400
1787,"Census Tract 1205, Cuyahoga County, Ohio",39,035,120500
2169,"Census Tract 1206, Cuyahoga County, Ohio",39,035,120600
1316,"Census Tract 1207.01, Cuyahoga County, Ohio",39,035,120701
1579,"Census Tract 1207.02, Cuyahoga County, Ohio",39,035,120702
2215,"Census Tract 1208.01, Cuyahoga County, Ohio",39,035,120801
2130,"Census Tract 1208.02, Cuyahoga County, Ohio",39,035,120802
1934,"Census Tract 1211, Cuyahoga County, Ohio",39,035,121100
1779,"Census Tract 1167, Cuyahoga County, Ohio",39,035,116700
1098,"Census Tract 1212, Cuyahoga County, Ohio",39,035,121200
2013,"Census Tract 1213, Cuyahoga County, Ohio",39,035,121300
1835,"Census Tract 1214.01, Cuyahoga County, Ohio",39,035,121401
2462,"Census Tract 1214.03, Cuyahoga County, Ohio",39,035,121403
2297,"Census Tract 1215, Cuyahoga County, Ohio",39,035,121500
4610,"Census Tract 1217, Cuyahoga County, Ohio",39,035,121700
1502,"Census Tract 1218, Cuyahoga County, Ohio",39,035,121800
