STATEFP,COUNTYFP,TRACTCE,GEOID,NAME,NAMELSAD,MTFCC,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON,unique_id,unique_id2,unique_id3,unique_id4,County,Concat_cou,Concat_c_1,Concat_c_2,Concat_c_3,Concat_c_4,Concat_c_5,Concat_c_6,Concat_c_7,Concat_c_8,Concat_c_9,Concat_c10,Concat_c11,Concat_c12,Concat_c13,Concat_c14,Concat_c15,Concat_c16,Concat_c17,Concat_c18,Concat_c19,Concat_c20,Concat_c21,Concat_c22,Concat_c23,Concat_c24,Concat_c25,Concat_c26,Concat_c27,TPop_Int,lat,long
"39","061","004900","39061004900","49",Census Tract 49,G5020,S,"4623882","0","+39.1296873","-084.4452161",061_004900,61_004900,,61_4900,Hamilton County,"Census Tract 49, Hamilton County, Ohio","374","0","108","101","165","4712","4","17","342","249","232","1893","1975","4691","3868","1495","1492","1292","820","820","722","1626","39","61","4900","6208",61_4900,"6208",39.129687,-84.445216
"39","061","007700","39061007700","77",Census Tract 77,G5020,S,"2191695","48291","+39.1506379","-084.5522328",061_007700,61_007700,,61_7700,Hamilton County,"Census Tract 77, Hamilton County, Ohio","243","39","158","46","0","1449","75","313","502","335","127","63","34","1061","97","384","270","45","378","228","12","457","39","61","7700","2884",61_7700,"2884",39.149567,-84.552649
"39","035","123602","39035123602","1236.02",Census Tract 1236.02,G5020,S,"2293820","0","+41.4407417","-081.8302311",035_123602,35_123602,,35_123602,Cuyahoga County,"Census Tract 1236.02, Cuyahoga County, Ohio","115","6","28","69","12","2164","242","137","632","551","104","269","229","1785","498","344","327","168","286","268","84","1024","39","35","123602","2852",35_123602,"2852",41.440742,-81.830231
"39","035","123603","39035123603","1236.03",Census Tract 1236.03,G5020,S,"1599584","0","+41.4482938","-081.8110586",035_123603,35_123603,,35_123603,Cuyahoga County,"Census Tract 1236.03, Cuyahoga County, Ohio","120","2","46","53","19","2163","106","103","690","514","89","425","236","1954","661","378","378","142","308","297","169","985","39","35","123603","2690",35_123603,"2690",41.448294,-81.811058
"39","035","123700","39035123700","1237",Census Tract 1237,G5020,S,"3490713","0","+41.4270173","-081.8396082",035_123700,35_123700,,35_123700,Cuyahoga County,"Census Tract 1237, Cuyahoga County, Ohio","163","13","36","67","47","1925","103","94","655","420","119","382","152","1728","534","455","438","249","269","253","61","743","39","35","123700","2544",35_123700,"2544",41.427017,-81.839608
"39","035","124202","39035124202","1242.02",Census Tract 1242.02,G5020,S,"875939","0","+41.4360597","-081.8001139",035_124202,35_124202,,35_124202,Cuyahoga County,"Census Tract 1242.02, Cuyahoga County, Ohio","112","35","34","33","10","1294","94","145","482","325","52","176","20","1055","196","223","200","60","121","106","50","483","39","35","124202","1688",35_124202,"1688",41.436060,-81.800114
"39","035","124300","39035124300","1243",Census Tract 1243,G5020,S,"1463838","0","+41.4408102","-081.7852054",035_124300,35_124300,,35_124300,Cuyahoga County,"Census Tract 1243, Cuyahoga County, Ohio","454","57","227","135","35","2877","161","209","1322","758","126","219","82","2507","301","655","574","67","539","483","51","1222","39","35","124300","4406",35_124300,"4406",41.440810,-81.785205
"39","035","131103","39035131103","1311.03",Census Tract 1311.03,G5020,S,"3307633","0","+41.4917396","-081.5064992",035_131103,35_131103,,35_131103,Cuyahoga County,"Census Tract 1311.03, Cuyahoga County, Ohio","378","32","26","251","69","2826","78","50","251","229","192","1004","1022","2698","2026","220","220","184","481","474","344","1332","39","35","131103","4273",35_131103,"4273",41.491740,-81.506499
"39","035","126100","39035126100","1261",Census Tract 1261,G5020,S,"1775250","0","+41.5500610","-081.5481316",035_126100,35_126100,,35_126100,Cuyahoga County,"Census Tract 1261, Cuyahoga County, Ohio","141","15","75","35","16","2219","77","277","535","728","224","227","151","1865","378","338","282","43","314","275","34","766","39","35","126100","2776",35_126100,"2776",41.550061,-81.548132
"39","035","133104","39035133104","1331.04",Census Tract 1331.04,G5020,S,"3935665","0","+41.4135094","-081.4982675",035_133104,35_133104,,35_133104,Cuyahoga County,"Census Tract 1331.04, Cuyahoga County, Ohio","188","123","50","15","0","1921","0","133","364","762","246","314","102","1788","416","328","326","80","501","483","66","664","39","35","133104","2414",35_133104,"2414",41.413510,-81.498268
"39","035","131104","39035131104","1311.04",Census Tract 1311.04,G5020,S,"2449334","18806","+41.4897456","-081.4915397",035_131104,35_131104,,35_131104,Cuyahoga County,"Census Tract 1311.04, Cuyahoga County, Ohio","59","0","28","7","24","3869","67","98","745","635","154","832","1338","3704","2170","415","415","364","549","535","363","889","39","35","131104","4467",35_131104,"4467",41.490974,-81.491586
"39","035","132100","39035132100","1321",Census Tract 1321,G5020,S,"3905440","0","+41.4034868","-081.5355389",035_132100,35_132100,,35_132100,Cuyahoga County,"Census Tract 1321, Cuyahoga County, Ohio","231","56","62","113","0","3195","15","161","1457","685","140","343","394","3019","737","685","685","201","414","414","184","1216","39","35","132100","4253",35_132100,"4253",41.403487,-81.535539
"39","035","132302","39035132302","1323.02",Census Tract 1323.02,G5020,S,"1875328","46050","+41.3798000","-081.5284484",035_132302,35_132302,,35_132302,Cuyahoga County,"Census Tract 1323.02, Cuyahoga County, Ohio","170","0","102","56","12","1218","63","48","532","227","105","171","72","1107","243","362","350","96","214","205","64","343","39","35","132302","1805",35_132302,"1805",41.379474,-81.528756
"39","049","001901","39049001901","19.01",Census Tract 19.01,G5020,S,"1722797","58279","+39.9858102","-083.0306560",049_001901,49_001901,,49_1901,Franklin County,"Census Tract 19.01, Franklin County, Ohio","459","0","11","28","420","2111","11","38","134","268","80","917","663","2062","1580","1334","1334","1169","346","322","243","349","39","49","1901","2639",49_1901,"2639",39.986132,-83.030225
"39","035","140500","39035140500","1405",Census Tract 1405,G5020,S,"1275106","0","+41.5322380","-081.5382832",035_140500,35_140500,,35_140500,Cuyahoga County,"Census Tract 1405, Cuyahoga County, Ohio","391","44","104","107","136","2049","1","145","548","573","122","393","267","1903","660","654","641","252","324","300","112","571","39","35","140500","3207",35_140500,"3207",41.532238,-81.538283
"39","049","007205","39049007205","72.05",Census Tract 72.05,G5020,S,"5387345","36515","+40.1024945","-082.8249149",049_007205,49_007205,,49_7205,Franklin County,"Census Tract 72.05, Franklin County, Ohio","463","30","155","84","194","4845","147","188","445","695","442","1834","1094","4510","2928","2199","2063","1590","1012","1012","722","1096","39","49","7205","5719",49_7205,"5719",40.102472,-82.824855
"39","049","001902","39049001902","19.02",Census Tract 19.02,G5020,S,"1111229","0","+39.9891595","-083.0475477",049_001902,49_001902,,49_1902,Franklin County,"Census Tract 19.02, Franklin County, Ohio","239","0","45","77","117","3939","54","43","278","352","153","1941","1118","3842","3059","2764","2764","2381","473","445","314","530","39","49","1902","4430",49_1902,"4430",39.989159,-83.047548
"39","049","006236","39049006236","62.36",Census Tract 62.36,G5020,S,"6512295","138518","+40.1296428","-083.1289434",049_006236,49_006236,,49_6236,Franklin County,"Census Tract 62.36, Franklin County, Ohio","390","31","52","261","46","3932","0","0","125","335","120","1785","1567","3932","3352","264","264","238","883","883","821","2207","39","49","6236","6045",49_6236,"6045",40.129437,-83.129430
"39","049","006396","39049006396","63.96",Census Tract 63.96,G5020,S,"8481651","32573","+40.0796879","-083.0632465",049_006396,49_006396,,49_6396,Franklin County,"Census Tract 63.96, Franklin County, Ohio","319","12","33","29","245","4234","23","150","752","793","182","1575","759","4061","2334","1644","1644","1287","638","638","247","954","39","49","6396","5297",49_6396,"5297",40.080052,-83.072260
"39","049","006394","39049006394","63.94",Census Tract 63.94,G5020,S,"1023970","0","+40.1322651","-083.0662327",049_006394,49_006394,,49_6394,Franklin County,"Census Tract 63.94, Franklin County, Ohio","107","8","41","52","6","1994","3","11","266","626","223","628","237","1980","865","666","660","309","371","363","150","649","39","49","6394","2748",49_6394,"2748",40.132265,-83.066233
"39","049","006393","39049006393","63.93",Census Tract 63.93,G5020,S,"2418685","6131","+40.1306276","-083.0808975",049_006393,49_006393,,49_6393,Franklin County,"Census Tract 63.93, Franklin County, Ohio","253","8","23","201","21","3940","15","63","521","661","204","1599","877","3862","2476","905","905","471","796","786","561","1481","39","49","6393","5700",49_6393,"5700",40.132028,-83.080952
"39","049","007044","39049007044","70.44",Census Tract 70.44,G5020,S,"2210589","36367","+40.1297605","-083.0048569",049_007044,49_007044,,49_7044,Franklin County,"Census Tract 70.44, Franklin County, Ohio","260","10","89","53","108","4762","25","157","534","767","225","1252","1802","4580","3054","2355","2300","1614","690","690","580","1053","39","49","7044","6309",49_7044,"6309",40.131487,-83.004931
"39","049","007048","39049007048","70.48",Census Tract 70.48,G5020,S,"2854748","49277","+40.1254292","-082.9851854",049_007048,49_007048,,49_7048,Franklin County,"Census Tract 70.48, Franklin County, Ohio","508","50","157","186","115","4627","24","58","816","638","547","1644","900","4545","2544","1432","1420","796","979","958","766","1785","39","49","7048","6987",49_7048,"6987",40.125281,-82.987971
"39","049","007047","39049007047","70.47",Census Tract 70.47,G5020,S,"2338342","18102","+40.1228600","-082.9805908",049_007047,49_007047,,49_7047,Franklin County,"Census Tract 70.47, Franklin County, Ohio","369","0","164","139","66","3146","0","87","646","926","279","831","377","3059","1208","1162","1162","217","672","652","387","897","39","49","7047","4257",49_7047,"4257",40.118937,-82.980570
"39","049","007198","39049007198","71.98",Census Tract 71.98,G5020,S,"1530307","11018","+40.0892757","-082.9005496",049_007198,49_007198,,49_7198,Franklin County,"Census Tract 71.98, Franklin County, Ohio","93","22","8","56","7","2048","40","70","209","351","124","836","418","1938","1254","610","601","340","557","519","372","659","39","49","7198","2937",49_7198,"2937",40.088875,-82.900913
"39","049","007202","39049007202","72.02",Census Tract 72.02,G5020,S,"3803141","192728","+40.0691639","-082.8976290",049_007202,49_007202,,49_7202,Franklin County,"Census Tract 72.02, Franklin County, Ohio","328","2","134","100","92","2484","35","42","529","616","203","747","312","2407","1059","823","795","410","570","565","223","721","39","49","7202","3741",49_7202,"3741",40.069386,-82.897859
"39","049","007494","39049007494","74.94",Census Tract 74.94,G5020,S,"2864458","27479","+40.0432805","-082.8990668",049_007494,49_007494,,49_7494,Franklin County,"Census Tract 74.94, Franklin County, Ohio","355","35","60","186","74","2749","119","50","624","465","289","856","346","2580","1202","484","446","221","730","675","392","1250","39","49","7494","4365",49_7494,"4365",40.044375,-82.896074
"39","049","007043","39049007043","70.43",Census Tract 70.43,G5020,S,"2602408","4220","+40.1214012","-083.0069160",049_007043,49_007043,,49_7043,Franklin County,"Census Tract 70.43, Franklin County, Ohio","550","5","197","218","130","3575","33","15","770","642","182","1293","640","3527","1933","1576","1570","844","680","653","290","882","39","49","7043","5815",49_7043,"5815",40.120075,-83.006105
"39","035","192300","39035192300","1923",Census Tract 1923,G5020,S,"4642262","50757","+41.4198887","-081.6653120",035_192300,35_192300,,35_192300,Cuyahoga County,"Census Tract 1923, Cuyahoga County, Ohio","58","9","30","7","12","1111","6","32","417","265","60","207","124","1073","331","151","144","53","190","190","67","479","39","35","192300","1563",35_192300,"1563",41.417978,-81.668116
"39","049","006395","39049006395","63.95",Census Tract 63.95,G5020,S,"1807787","25859","+40.0688678","-083.0910593",049_006395,49_006395,,49_6395,Franklin County,"Census Tract 63.95, Franklin County, Ohio","384","0","91","188","105","2834","41","68","385","566","219","1181","374","2725","1555","1167","1132","641","773","773","573","615","39","49","6395","3924",49_6395,"3924",40.067367,-83.085278
"39","049","010700","39049010700","107",Census Tract 107,G5020,S,"1393730","8400","+40.0661062","-083.0120826",049_010700,49_010700,,49_10700,Franklin County,"Census Tract 107, Franklin County, Ohio","86","0","14","49","23","1097","44","15","296","212","114","326","90","1038","416","484","482","208","181","181","89","309","39","49","10700","1302",49_10700,"1302",40.066041,-83.009728
"39","049","009900","39049009900","99",Census Tract 99,G5020,S,"2828344","40220","+40.1006376","-082.9891185",049_009900,49_009900,,49_9900,Franklin County,"Census Tract 99, Franklin County, Ohio","241","15","94","125","7","1160","130","118","276","320","42","205","69","912","274","436","396","72","407","226","97","293","39","49","9900","1952",49_9900,"1952",40.100725,-82.989876
"39","049","010000","39049010000","100",Census Tract 100,G5020,S,"10507560","2324911","+40.1194744","-082.8697382",049_010000,49_010000,,49_10000,Franklin County,"Census Tract 100, Franklin County, Ohio","498","86","10","193","209","3956","100","143","458","591","380","1637","647","3713","2284","1005","911","566","768","732","437","1420","39","49","10000","5660",49_10000,"5660",40.105459,-82.875988
"39","035","140600","39035140600","1406",Census Tract 1406,G5020,S,"556767","0","+41.5048555","-081.5673600",035_140600,35_140600,,35_140600,Cuyahoga County,"Census Tract 1406, Cuyahoga County, Ohio","133","15","39","60","19","820","0","42","106","122","40","321","189","778","510","166","162","124","200","191","120","244","39","35","140600","1065",35_140600,"1065",41.508122,-81.568474
"39","035","140701","39035140701","1407.01",Census Tract 1407.01,G5020,S,"1058287","0","+41.5139125","-081.5611598",035_140701,35_140701,,35_140701,Cuyahoga County,"Census Tract 1407.01, Cuyahoga County, Ohio","283","26","11","233","13","1355","3","105","204","358","77","207","401","1247","608","392","342","164","216","216","135","390","39","35","140701","2139",35_140701,"2139",41.513913,-81.561160
"39","035","140800","39035140800","1408",Census Tract 1408,G5020,S,"1900625","0","+41.5152847","-081.5460561",035_140800,35_140800,,35_140800,Cuyahoga County,"Census Tract 1408, Cuyahoga County, Ohio","282","18","66","60","138","2343","4","51","408","372","158","476","874","2288","1350","685","685","594","318","318","215","625","39","35","140800","3492",35_140800,"3492",41.515285,-81.546056
"39","035","141200","39035141200","1412",Census Tract 1412,G5020,S,"1347695","0","+41.5041920","-081.5810693",035_141200,35_141200,,35_141200,Cuyahoga County,"Census Tract 1412, Cuyahoga County, Ohio","221","5","19","85","112","2217","0","0","121","214","32","619","1231","2217","1850","514","514","471","540","540","482","651","39","35","141200","2875",35_141200,"2875",41.504192,-81.581069
"39","035","141400","39035141400","1414",Census Tract 1414,G5020,S,"1509027","0","+41.4966108","-081.5786352",035_141400,35_141400,,35_141400,Cuyahoga County,"Census Tract 1414, Cuyahoga County, Ohio","208","15","37","24","132","1772","13","16","96","168","50","459","970","1743","1429","210","210","200","342","342","295","676","39","35","141400","2502",35_141400,"2502",41.496611,-81.578635
"39","035","141500","39035141500","1415",Census Tract 1415,G5020,S,"964052","1705","+41.4913187","-081.5680588",035_141500,35_141500,,35_141500,Cuyahoga County,"Census Tract 1415, Cuyahoga County, Ohio","132","0","63","44","25","1200","5","16","69","165","50","366","529","1179","895","278","271","212","187","187","115","437","39","35","141500","1599",35_141500,"1599",41.491992,-81.568394
"39","035","150100","39035150100","1501",Census Tract 1501,G5020,S,"877823","0","+41.5419393","-081.5823049",035_150100,35_150100,,35_150100,Cuyahoga County,"Census Tract 1501, Cuyahoga County, Ohio","218","53","16","149","0","1500","36","121","689","495","33","91","35","1343","126","180","167","18","291","250","0","510","39","35","150100","2062",35_150100,"2062",41.541939,-81.582305
"39","035","150300","39035150300","1503",Census Tract 1503,G5020,S,"539598","0","+41.5345300","-081.5887436",035_150300,35_150300,,35_150300,Cuyahoga County,"Census Tract 1503, Cuyahoga County, Ohio","211","153","50","8","0","669","5","134","276","146","62","23","23","530","46","125","95","26","169","141","14","209","39","35","150300","1111",35_150300,"1111",41.534530,-81.588744
"39","035","150400","39035150400","1504",Census Tract 1504,G5020,S,"421611","0","+41.5364212","-081.5832137",035_150400,35_150400,,35_150400,Cuyahoga County,"Census Tract 1504, Cuyahoga County, Ohio","160","49","82","29","0","777","131","126","231","160","4","77","48","520","125","149","109","0","162","113","30","292","39","35","150400","1670",35_150400,"1670",41.536421,-81.583214
"39","035","151200","39035151200","1512",Census Tract 1512,G5020,S,"818940","679","+41.5418886","-081.5608080",035_151200,35_151200,,35_151200,Cuyahoga County,"Census Tract 1512, Cuyahoga County, Ohio","130","42","22","66","0","1391","4","131","478","485","157","114","22","1256","136","264","242","11","230","211","38","500","39","35","151200","1835",35_151200,"1835",41.540730,-81.562047
"39","035","151300","39035151300","1513",Census Tract 1513,G5020,S,"1414338","18728","+41.5270157","-081.5725255",035_151300,35_151300,,35_151300,Cuyahoga County,"Census Tract 1513, Cuyahoga County, Ohio","24","13","0","11","0","1737","57","236","443","486","111","237","167","1444","404","137","137","23","177","177","11","598","39","35","151300","2035",35_151300,"2035",41.528387,-81.572441
"39","035","151600","39035151600","1516",Census Tract 1516,G5020,S,"881790","0","+41.5191062","-081.5816661",035_151600,35_151600,,35_151600,Cuyahoga County,"Census Tract 1516, Cuyahoga County, Ohio","332","9","145","63","115","999","30","92","405","83","120","222","47","877","269","371","347","89","93","68","32","289","39","35","151600","1991",35_151600,"1991",41.519106,-81.581666
"39","035","194300","39035194300","1943",Census Tract 1943,G5020,S,"10200037","20734","+41.5472475","-081.4343453",035_194300,35_194300,,35_194300,Cuyahoga County,"Census Tract 1943, Cuyahoga County, Ohio","315","106","14","123","72","2509","0","77","431","477","276","764","484","2432","1248","269","269","222","365","365","287","1101","39","35","194300","3388",35_194300,"3388",41.550158,-81.436831
"39","035","153105","39035153105","1531.05",Census Tract 1531.05,G5020,S,"1633374","0","+41.4539407","-081.8512744",035_153105,35_153105,,35_153105,Cuyahoga County,"Census Tract 1531.05, Cuyahoga County, Ohio","429","46","120","199","64","2320","31","117","574","543","220","617","218","2172","835","542","519","273","388","373","158","804","39","35","153105","3318",35_153105,"3318",41.453941,-81.851275
"39","035","153106","39035153106","1531.06",Census Tract 1531.06,G5020,S,"1993704","0","+41.4370234","-081.8630309",035_153106,35_153106,,35_153106,Cuyahoga County,"Census Tract 1531.06, Cuyahoga County, Ohio","295","34","10","117","134","2767","15","90","664","488","199","774","537","2662","1311","683","676","355","454","447","325","901","39","35","153106","3855",35_153106,"3855",41.437023,-81.863031
"39","035","183401","39035183401","1834.01",Census Tract 1834.01,G5020,S,"1232965","15845","+41.4735699","-081.5699019",035_183401,35_183401,,35_183401,Cuyahoga County,"Census Tract 1834.01, Cuyahoga County, Ohio","56","16","8","20","12","1228","4","31","101","80","86","351","575","1193","926","178","176","79","331","298","282","461","39","35","183401","1868",35_183401,"1868",41.473345,-81.572017
"39","035","189112","39035189112","1891.12",Census Tract 1891.12,G5020,S,"3662589","0","+41.4422794","-081.9096164",035_189112,35_189112,,35_189112,Cuyahoga County,"Census Tract 1891.12, Cuyahoga County, Ohio","215","25","52","90","48","2926","18","35","383","402","269","1169","650","2873","1819","383","376","254","340","337","274","1346","39","35","189112","4237",35_189112,"4237",41.442279,-81.909616
"39","035","101101","39035101101","1011.01",Census Tract 1011.01,G5020,S,"305989","0","+41.4817295","-081.7480520",035_101101,35_101101,,35_101101,Cuyahoga County,"Census Tract 1011.01, Cuyahoga County, Ohio","260","63","89","85","23","1541","93","209","487","384","144","155","69","1239","224","380","355","57","176","136","15","670","39","35","101101","2260",35_101101,"2260",41.481729,-81.748052
"39","035","153107","39035153107","1531.07",Census Tract 1531.07,G5020,S,"4318017","0","+41.4487325","-081.8373235",035_153107,35_153107,,35_153107,Cuyahoga County,"Census Tract 1531.07, Cuyahoga County, Ohio","189","0","16","111","62","2781","19","49","461","465","323","961","503","2713","1464","502","493","309","378","372","325","1118","39","35","153107","3756",35_153107,"3756",41.448733,-81.837321
"39","035","154601","39035154601","1546.01",Census Tract 1546.01,G5020,S,"2481294","5339","+41.4228581","-081.5967291",035_154601,35_154601,,35_154601,Cuyahoga County,"Census Tract 1546.01, Cuyahoga County, Ohio","465","31","172","189","73","3325","151","239","1563","671","276","239","186","2935","425","875","785","191","682","573","92","1037","39","35","154601","4920",35_154601,"4920",41.422855,-81.596845
"39","035","154603","39035154603","1546.03",Census Tract 1546.03,G5020,S,"1263524","0","+41.4136461","-081.5941741",035_154603,35_154603,,35_154603,Cuyahoga County,"Census Tract 1546.03, Cuyahoga County, Ohio","271","77","40","139","15","1923","20","123","794","398","337","169","82","1780","251","465","447","95","389","377","75","739","39","35","154603","2972",35_154603,"2972",41.413646,-81.594174
"39","035","154604","39035154604","1546.04",Census Tract 1546.04,G5020,S,"1433418","0","+41.4040949","-081.5904949",035_154604,35_154604,,35_154604,Cuyahoga County,"Census Tract 1546.04, Cuyahoga County, Ohio","538","50","175","313","0","2357","53","88","880","613","326","261","136","2216","397","388","388","70","516","502","68","931","39","35","154604","4132",35_154604,"4132",41.404095,-81.590495
"39","035","101400","39035101400","1014",Census Tract 1014,G5020,S,"1278605","0","+41.4704736","-081.7638221",035_101400,35_101400,,35_101400,Cuyahoga County,"Census Tract 1014, Cuyahoga County, Ohio","169","20","64","45","40","1140","73","228","327","350","67","83","12","839","95","245","169","6","285","217","14","449","39","35","101400","1982",35_101400,"1982",41.470474,-81.763822
"39","035","101700","39035101700","1017",Census Tract 1017,G5020,S,"704442","0","+41.4758764","-081.7466349",035_101700,35_101700,,35_101700,Cuyahoga County,"Census Tract 1017, Cuyahoga County, Ohio","570","60","62","438","10","1403","54","234","560","318","166","45","26","1115","71","361","304","13","268","240","39","571","39","35","101700","2647",35_101700,"2647",41.475877,-81.746635
"39","035","102101","39035102101","1021.01",Census Tract 1021.01,G5020,S,"683352","0","+41.4600037","-081.7634313",035_102101,35_102101,,35_102101,Cuyahoga County,"Census Tract 1021.01, Cuyahoga County, Ohio","333","61","84","158","30","2258","211","325","893","488","168","155","18","1722","173","678","444","53","329","276","8","966","39","35","102101","3342",35_102101,"3342",41.460004,-81.763431
"39","049","005820","39049005820","58.20",Census Tract 58.20,G5020,S,"762377","0","+39.9322038","-082.9909594",049_005820,49_005820,,49_5820,Franklin County,"Census Tract 58.20, Franklin County, Ohio","66","12","36","0","18","2006","27","42","481","389","182","597","288","1937","885","905","896","484","438","438","222","466","39","49","5820","2345",49_5820,"2345",39.932204,-82.990959
"39","049","006000","39049006000","60",Census Tract 60,G5020,S,"968526","0","+39.9317195","-082.9775298",049_006000,49_006000,,49_6000,Franklin County,"Census Tract 60, Franklin County, Ohio","163","42","50","67","4","1392","51","255","529","373","66","73","45","1086","118","588","500","37","248","157","47","401","39","49","6000","2002",49_6000,"2002",39.931720,-82.977530
"39","049","006100","39049006100","61",Census Tract 61,G5020,S,"1055211","0","+39.9255085","-082.9905758",049_006100,49_006100,,49_6100,Franklin County,"Census Tract 61, Franklin County, Ohio","258","54","52","28","124","1579","135","251","616","190","85","240","62","1193","302","423","374","126","306","226","93","695","39","49","6100","2288",49_6100,"2288",39.925508,-82.990576
"39","049","006310","39049006310","63.10",Census Tract 63.10,G5020,S,"4188231","161516","+40.0383407","-083.0826530",049_006310,49_006310,,49_6310,Franklin County,"Census Tract 63.10, Franklin County, Ohio","136","58","28","33","17","2850","25","19","168","241","49","1255","1093","2806","2348","286","286","176","601","601","543","1091","39","49","6310","4172",49_6310,"4172",40.039074,-83.082756
"39","049","006321","39049006321","63.21",Census Tract 63.21,G5020,S,"4344298","38312","+40.0376066","-083.0568283",049_006321,49_006321,,49_6321,Franklin County,"Census Tract 63.21, Franklin County, Ohio","214","32","81","27","74","2802","53","46","145","424","77","984","1073","2703","2057","262","255","207","530","530","483","1080","39","49","6321","4216",49_6321,"4216",40.039777,-83.059408
"39","049","007534","39049007534","75.34",Census Tract 75.34,G5020,S,"2304274","14767","+40.0325524","-082.9464802",049_007534,49_007534,,49_7534,Franklin County,"Census Tract 75.34, Franklin County, Ohio","412","74","64","165","109","2598","475","304","1058","441","164","126","30","1819","156","314","274","38","675","404","30","1196","39","49","7534","4185",49_7534,"4185",40.031828,-82.946681
"39","049","007710","39049007710","77.10",Census Tract 77.10,G5020,S,"2035396","0","+40.0368608","-082.9675737",049_007710,49_007710,,49_7710,Franklin County,"Census Tract 77.10, Franklin County, Ohio","257","73","108","76","0","3219","127","383","1435","833","156","170","115","2709","285","773","654","9","599","540","69","1200","39","49","7710","4647",49_7710,"4647",40.036861,-82.967574
"39","049","007721","39049007721","77.21",Census Tract 77.21,G5020,S,"2149690","15318","+40.0550535","-082.9637727",049_007721,49_007721,,49_7721,Franklin County,"Census Tract 77.21, Franklin County, Ohio","618","258","118","228","14","3737","1043","334","1096","670","111","290","193","2360","483","1203","807","95","781","513","69","1361","39","49","7721","6743",49_7721,"6743",40.055238,-82.965008
"39","049","007722","39049007722","77.22",Census Tract 77.22,G5020,S,"1792431","0","+40.0461955","-082.9656432",049_007722,49_007722,,49_7722,Franklin County,"Census Tract 77.22, Franklin County, Ohio","250","24","142","84","0","3019","232","245","855","927","285","416","59","2542","475","589","558","107","633","527","90","1188","39","49","7722","4318",49_7722,"4318",40.046195,-82.965643
"39","049","007730","39049007730","77.30",Census Tract 77.30,G5020,S,"1448832","1038","+40.0574480","-082.9892105",049_007730,49_007730,,49_7730,Franklin County,"Census Tract 77.30, Franklin County, Ohio","109","1","89","19","0","2277","40","141","686","571","132","524","183","2096","707","578","548","242","517","466","184","750","39","49","7730","2985",49_7730,"2985",40.057701,-82.987743
"39","049","007740","39049007740","77.40",Census Tract 77.40,G5020,S,"1765677","2942","+40.0508638","-082.9824874",049_007740,49_007740,,49_7740,Franklin County,"Census Tract 77.40, Franklin County, Ohio","84","0","61","23","0","1323","22","166","252","292","108","327","156","1135","483","197","175","147","167","158","83","497","39","49","7740","1662",49_7740,"1662",40.049982,-82.986924
"39","049","007811","39049007811","78.11",Census Tract 78.11,G5020,S,"2193824","2283","+40.0347566","-083.0435104",049_007811,49_007811,,49_7811,Franklin County,"Census Tract 78.11, Franklin County, Ohio","206","55","70","19","62","3184","63","15","244","373","188","1314","987","3106","2301","939","939","793","553","512","408","994","39","49","7811","4217",49_7811,"4217",40.035016,-83.043315
"39","049","007830","39049007830","78.30",Census Tract 78.30,G5020,S,"1122183","0","+39.9953558","-083.0358162",049_007830,49_007830,,49_7830,Franklin County,"Census Tract 78.30, Franklin County, Ohio","722","48","79","200","395","2376","20","35","41","260","151","1098","771","2321","1869","1783","1783","1467","227","227","148","237","39","49","7830","3152",49_7830,"3152",39.995356,-83.035816
"39","049","009381","39049009381","93.81",Census Tract 93.81,G5020,S,"3108305","86956","+39.9729011","-082.8164464",049_009381,49_009381,,49_9381,Franklin County,"Census Tract 93.81, Franklin County, Ohio","738","0","288","422","28","3879","348","151","1286","965","357","541","231","3380","772","618","531","182","866","799","188","1594","39","49","9381","6239",49_9381,"6239",39.967728,-82.814116
"39","049","009383","39049009383","93.83",Census Tract 93.83,G5020,S,"1327871","0","+39.9483546","-082.8237326",049_009383,49_009383,,49_9383,Franklin County,"Census Tract 93.83, Franklin County, Ohio","140","18","31","66","25","1867","115","153","703","490","93","213","100","1599","313","560","486","31","350","300","59","645","39","49","9383","2868",49_9383,"2868",39.948355,-82.823733
"39","153","507102","39153507102","5071.02",Census Tract 5071.02,G5020,S,"4119690","16200","+41.1145308","-081.5968219",153_507102,153_507102,,153_507102,Summit County,"Census Tract 5071.02, Summit County, Ohio","73","0","42","31","0","2140","8","63","358","379","98","702","532","2069","1234","333","314","157","396","396","200","865","39","153","507102","2866",153_507102,"2866",41.114598,-81.597884
"39","153","507203","39153507203","5072.03",Census Tract 5072.03,G5020,S,"5533978","0","+41.1205199","-081.5419786",153_507203,153_507203,,153_507203,Summit County,"Census Tract 5072.03, Summit County, Ohio","385","50","77","193","65","3145","36","17","453","485","180","1112","862","3092","1974","592","583","430","409","409","249","1429","39","153","507203","4474",153_507203,"4474",41.120521,-81.541980
"39","153","507300","39153507300","5073",Census Tract 5073,G5020,S,"1402239","0","+41.0993344","-081.5386249",153_507300,153_507300,,153_507300,Summit County,"Census Tract 5073, Summit County, Ohio","241","69","24","66","82","2958","47","85","637","674","178","767","570","2826","1337","652","652","432","681","681","346","704","39","153","507300","3492",153_507300,"3492",41.099334,-81.538625
